,DOL Transaction Date,County,Postal Code,week
0,2011-06-01,King,98033,21
1,2011-06-07,King,98116,22
2,2011-07-22,King,98115,28
3,2012-02-08,King,98115,57
4,2012-07-05,King,98008,78
5,2012-10-12,Benton,99336,92
6,2012-10-11,Thurston,98503,92
7,2012-10-25,King,98040,94
8,2012-11-01,Pierce,98467,95
9,2012-11-08,King,98027,96
10,2012-11-20,King,98034,98
11,2012-11-29,Thurston,98502,99
12,2012-12-27,King,98115,103
13,2013-01-24,Pierce,98329,107
14,2013-02-13,Franklin,99301,110
15,2013-04-23,Thurston,98597,120
16,2013-08-09,Thurston,98579,135
17,2013-08-22,Kitsap,98110,137
18,2013-10-04,King,98177,143
19,2013-10-08,Snohomish,98087,144
20,2013-11-19,King,98115,150
21,2013-11-27,King,98112,151
22,2013-12-16,King,98040,154
23,2014-01-16,King,98136,158
24,2014-01-28,Kitsap,98110,160
25,2014-02-20,Thurston,98501,163
26,2014-03-28,King,98075,168
27,2014-04-17,Pierce,98422,171
28,2014-05-13,Pierce,98372,175
29,2014-05-16,King,98006,175
30,2014-05-21,Thurston,98501,176
31,2014-06-06,Thurston,98512,178
32,2014-06-27,Pierce,98466,181
33,2014-08-22,King,98004,189
34,2014-08-21,Franklin,99301,189
35,2014-08-27,King,98112,190
36,2014-09-23,Whatcom,98229,194
37,2014-10-07,Snohomish,98290,196
38,2014-10-14,King,98122,197
39,2014-10-24,King,98199,198
40,2014-10-21,King,98106,198
41,2014-10-24,King,98105,198
42,2014-10-23,Clark,98604,198
43,2014-10-31,King,98059,199
44,2014-11-06,King,98074,200
45,2014-12-31,King,98027,208
46,2014-12-30,King,98052,208
47,2015-01-15,King,98033,210
48,2015-02-05,King,98014,213
49,2015-03-04,Snohomish,98012,217
50,2015-03-03,Clark,98685,217
51,2015-04-10,Pierce,98403,222
52,2015-04-30,King,98040,225
53,2015-06-25,King,98116,233
54,2015-07-13,Kitsap,98359,236
55,2015-08-10,Pierce,98406,240
56,2015-09-09,King,98072,244
57,2015-10-09,King,98121,248
58,2015-10-19,King,98119,250
59,2015-10-20,King,98033,250
60,2015-10-27,Snohomish,98296,251
61,2015-12-28,Pierce,98403,260
62,2015-12-28,Spokane,99019,260
63,2016-01-21,Clark,98671,263
64,2016-01-20,King,98011,263
65,2016-01-28,King,98108,264
66,2016-02-02,Cowlitz,98632,265
67,2016-02-11,King,98115,266
68,2016-02-17,King,98199,267
69,2016-02-18,Snohomish,98290,267
70,2016-02-17,King,98122,267
71,2016-04-07,King,98028,274
72,2016-04-22,King,98038,276
73,2016-06-03,King,98029,282
74,2016-06-21,Snohomish,98258,285
75,2016-07-28,Stevens,99114,290
76,2016-08-12,King,98008,292
77,2016-08-23,King,98006,294
78,2016-09-29,Snohomish,98275,299
79,2016-10-06,Pierce,98498,300
80,2016-10-15,Snohomish,98296,302
81,2016-10-18,King,98122,302
82,2016-10-26,King,98006,303
83,2016-11-02,Whatcom,98248,304
84,2016-11-22,King,98072,307
85,2016-12-21,King,98053,311
86,2016-12-27,King,98027,312
87,2017-01-25,Snohomish,98036,316
88,2017-01-31,King,98040,317
89,2017-02-03,King,98199,317
90,2017-01-31,King,98042,317
91,2017-02-02,King,98115,317
92,2017-02-02,King,98118,317
93,2017-03-02,King,98112,321
94,2017-03-07,King,98028,322
95,2017-03-07,Clark,98664,322
96,2017-03-31,King,98023,325
97,2017-04-27,Clallam,98363,329
98,2017-06-07,Clark,98661,335
99,2017-06-23,Skagit,98273,337
100,2017-07-13,King,98007,340
101,2017-07-26,Mason,98584,342
102,2017-08-02,Jefferson,98325,343
103,2017-08-09,King,98074,344
104,2017-08-10,King,98106,344
105,2017-08-23,Thurston,98501,346
106,2017-09-01,Kitsap,98367,347
107,2017-08-30,King,98115,347
108,2017-09-01,King,98040,347
109,2017-09-13,King,98056,349
110,2017-10-26,Thurston,98589,355
111,2017-10-31,Snohomish,98270,356
112,2017-12-12,King,98126,362
113,2017-12-20,Kitsap,98367,363
114,2017-12-28,King,98075,364
115,2018-01-31,Snohomish,98296,369
116,2018-03-07,King,98006,374
117,2018-03-13,King,98011,375
118,2018-03-20,Snohomish,98036,376
119,2018-03-21,King,98033,376
120,2018-03-21,Clark,98686,376
121,2018-03-29,Pierce,98332,377
122,2018-03-30,King,98116,377
123,2018-04-13,Whatcom,98225,379
124,2018-04-09,King,98075,379
125,2018-04-27,King,98144,381
126,2018-05-01,King,98119,382
127,2018-06-07,King,98117,387
128,2018-06-05,King,98072,387
129,2018-06-12,Whatcom,98229,388
130,2018-06-12,Snohomish,98296,388
131,2018-06-27,King,98004,390
132,2018-07-20,Pierce,98391,393
133,2018-07-25,King,98115,394
134,2018-08-10,Cowlitz,98626,396
135,2018-08-09,King,98034,396
136,2018-08-08,King,98112,396
137,2018-08-15,Spokane,99223,397
138,2018-08-17,King,98075,397
139,2018-08-24,King,98125,398
140,2018-08-22,Pierce,98333,398
141,2018-08-28,Clark,98607,399
142,2018-09-06,King,98148,400
143,2018-09-20,King,98053,402
144,2018-10-04,King,98007,404
145,2018-10-03,King,98103,404
146,2018-10-10,Skagit,98284,405
147,2018-10-10,Snohomish,98026,405
148,2018-10-11,King,98034,405
149,2018-10-24,King,98027,407
150,2018-10-26,King,98004,407
151,2018-10-26,King,98109,407
152,2018-10-24,Snohomish,98275,407
153,2018-10-31,King,98034,408
154,2018-11-09,King,98019,409
155,2018-11-14,King,98059,410
156,2018-11-13,Skagit,98221,410
157,2018-11-15,Spokane,99208,410
158,2018-11-16,King,98052,410
159,2018-11-21,King,98029,411
160,2018-11-28,Pierce,98406,412
161,2018-11-29,King,98033,412
162,2018-12-04,King,98034,413
163,2018-12-14,Clark,98660,414
164,2018-12-19,Clark,98684,415
165,2018-12-27,King,98115,416
166,2018-12-27,King,98155,416
167,2019-01-04,King,98006,417
168,2019-01-11,Pierce,98422,418
169,2019-01-11,King,98004,418
170,2019-01-17,Spokane,99208,419
171,2019-01-18,King,98115,419
172,2019-01-25,Kitsap,98110,420
173,2019-01-25,Snohomish,98037,420
174,2019-01-23,King,98027,420
175,2019-01-30,Thurston,98516,421
176,2019-02-08,King,98004,422
177,2019-02-07,King,98052,422
178,2019-02-05,King,98074,422
