,DOL Transaction Date,County,Postal Code,week
0,2011-05-17,Island,98236,19
1,2011-05-23,King,98144,20
2,2011-06-15,Pierce,98409,23
3,2011-06-17,King,98039,23
4,2011-08-18,King,98144,32
5,2011-08-17,Snohomish,98020,32
6,2011-09-29,Snohomish,98072,38
7,2011-09-27,King,98122,38
8,2012-04-19,King,98112,67
9,2012-05-03,King,98115,69
10,2012-07-16,King,98032,80
11,2012-09-24,King,98112,90
12,2012-10-04,Clark,98664,91
13,2012-10-17,Kitsap,98346,93
14,2012-11-30,King,98117,99
15,2012-12-27,King,98011,103
16,2013-01-24,King,98074,107
17,2013-01-22,King,98117,107
18,2013-03-22,Clallam,98382,115
19,2013-03-19,King,98103,115
20,2013-04-10,Thurston,98516,118
21,2013-04-12,King,98004,118
22,2013-04-26,Snohomish,98021,120
23,2013-04-24,King,98055,120
24,2013-04-26,King,98052,120
25,2013-06-05,Thurston,98516,126
26,2013-06-28,King,98072,129
27,2013-07-19,King,98052,132
28,2013-07-17,King,98074,132
29,2013-07-16,Whatcom,98247,132
30,2013-07-19,King,98074,132
31,2013-08-07,King,98119,135
32,2013-08-22,Pierce,98333,137
33,2013-09-09,Island,98260,140
34,2013-09-27,Spokane,99224,142
35,2013-09-27,Pierce,98407,142
36,2013-09-30,King,98072,143
37,2013-10-15,King,98102,145
38,2013-10-16,King,98125,145
39,2013-11-06,Clark,98665,148
40,2013-11-06,King,98144,148
41,2013-12-06,King,98116,152
42,2013-12-31,King,98122,156
43,2014-01-10,King,98116,157
44,2014-03-10,King,98075,166
45,2014-04-02,King,98042,169
46,2014-04-10,King,98006,170
47,2014-05-01,Pierce,98391,173
48,2014-05-14,King,98144,175
49,2014-05-28,Clark,98682,177
50,2014-06-09,King,98072,179
51,2014-07-01,King,98118,182
52,2014-07-10,King,98033,183
53,2014-07-31,Clark,98663,186
54,2014-09-18,King,98072,193
55,2014-09-18,King,98074,193
56,2014-10-14,Pierce,98329,197
57,2014-10-24,King,98005,198
58,2014-11-13,King,98029,201
59,2014-11-20,King,98103,202
60,2014-11-26,King,98005,203
61,2014-12-09,Spokane,99001,205
62,2014-12-19,Snohomish,98012,206
63,2014-12-22,King,98125,207
64,2015-01-16,King,98136,210
65,2015-02-26,King,98112,216
66,2015-03-13,King,98053,218
67,2015-03-27,Clark,98642,220
68,2015-04-24,King,98092,224
69,2015-04-23,King,98028,224
70,2015-05-12,King,98118,227
71,2015-05-12,Clark,98685,227
72,2015-06-05,King,98072,230
73,2015-06-15,Pierce,98405,232
74,2015-06-16,Mason,98584,232
75,2015-06-24,Whatcom,98225,233
76,2015-07-09,King,98075,235
77,2015-07-15,King,98102,236
78,2015-07-24,Clark,98607,237
79,2015-10-23,Chelan,98831,250
80,2015-10-19,King,98155,250
81,2015-11-10,King,98056,253
82,2016-01-13,King,98119,262
83,2016-01-12,King,98040,262
84,2016-02-16,King,98117,267
85,2016-03-03,Snohomish,98203,269
86,2016-03-11,Island,98277,270
87,2016-03-16,Whatcom,98225,271
88,2016-03-25,Thurston,98589,272
89,2016-03-23,King,98040,272
90,2016-04-01,King,98053,273
91,2016-04-06,King,98104,274
92,2016-04-25,Kitsap,98311,277
93,2016-05-06,Snohomish,98021,278
94,2016-05-20,King,98058,280
95,2016-06-22,King,98055,285
96,2016-06-29,Pierce,98092,286
97,2016-08-02,King,98011,291
98,2016-08-09,King,98074,292
99,2016-08-24,King,98038,294
100,2016-10-14,Grant,98837,301
101,2016-10-18,King,98126,302
102,2016-10-20,King,98005,302
103,2016-10-17,Snohomish,98021,302
104,2016-10-31,King,98053,304
105,2016-11-03,King,98118,304
106,2016-12-06,King,98112,309
107,2016-12-06,King,98032,309
108,2016-12-20,Pierce,98332,311
109,2017-01-18,Thurston,98516,315
110,2017-01-17,King,98052,315
111,2017-01-23,Skagit,98221,316
112,2017-03-21,Kitsap,98312,324
113,2017-03-29,Snohomish,98270,325
114,2017-04-04,King,98074,326
115,2017-04-12,King,98053,327
116,2017-04-29,Pierce,98329,330
117,2017-04-29,Clark,98642,330
118,2017-05-06,King,98040,331
119,2017-05-12,King,98008,331
120,2017-05-25,Yakima,98944,333
121,2017-06-06,Whatcom,98230,335
122,2017-06-07,King,98155,335
123,2017-06-28,Pierce,98372,338
124,2017-07-12,King,98006,340
125,2017-07-13,King,98059,340
126,2017-07-12,King,98116,340
127,2017-07-18,King,98002,341
128,2017-07-28,King,98072,342
129,2017-08-03,King,98042,343
130,2017-08-09,King,98006,344
131,2017-08-31,King,98027,347
132,2017-09-01,Clark,98664,347
133,2017-09-08,Clark,98684,348
134,2017-09-19,King,98053,350
135,2017-09-19,King,98011,350
136,2017-10-06,Snohomish,98012,352
137,2017-10-04,King,98107,352
138,2017-10-18,King,98039,354
139,2017-10-19,King,98072,354
140,2017-11-28,King,98007,360
141,2017-12-08,King,98005,361
142,2017-12-05,King,98075,361
143,2017-12-14,King,98117,362
144,2017-12-12,Pierce,98394,362
145,2017-12-29,King,98102,364
146,2018-01-17,King,98074,367
147,2018-01-23,Snohomish,98020,368
148,2018-02-12,Chelan,98826,371
149,2018-03-02,Island,98277,373
150,2018-03-15,Spokane,99206,375
151,2018-05-03,King,98125,382
152,2018-05-04,King,98074,382
153,2018-05-08,King,98102,383
154,2018-05-08,King,98177,383
155,2018-05-23,King,98033,385
156,2018-06-01,Pierce,98422,386
157,2018-05-29,Thurston,98501,386
158,2018-05-31,King,98034,386
159,2018-06-06,King,98008,387
160,2018-06-06,Spokane,99004,387
161,2018-06-04,King,98117,387
162,2018-06-07,King,98075,387
163,2018-06-12,King,98168,388
164,2018-06-19,King,98033,389
165,2018-06-25,King,98005,390
166,2018-07-13,Snohomish,98020,392
167,2018-08-08,Whatcom,98229,396
168,2018-08-08,King,98115,396
169,2018-08-15,Pierce,98360,397
170,2018-08-22,King,98102,398
171,2018-09-10,King,98104,401
172,2018-09-18,King,98034,402
173,2018-10-09,King,98040,405
174,2018-10-18,King,98052,406
175,2018-10-25,King,98115,407
176,2018-10-30,Pierce,98327,408
177,2018-10-30,Thurston,98516,408
178,2018-10-30,Kitsap,98312,408
179,2018-10-31,King,98102,408
180,2018-11-05,Snohomish,98290,409
181,2018-11-09,King,98117,409
182,2018-11-09,King,98117,409
183,2018-11-15,King,98075,410
184,2018-11-21,King,98053,411
185,2018-11-21,Snohomish,98012,411
186,2018-11-27,Snohomish,98270,412
187,2018-11-28,King,98042,412
188,2018-11-27,King,98105,412
189,2018-11-28,Clark,98682,412
190,2018-12-06,Clark,98682,413
191,2018-12-13,Pierce,98422,414
192,2018-12-12,King,98053,414
193,2018-12-21,King,98039,415
194,2018-12-28,Jefferson,98320,416
195,2019-01-04,King,98006,417
196,2019-01-16,Snohomish,98204,419
197,2019-01-17,Clark,98685,419
198,2019-01-16,King,98109,419
199,2019-01-24,King,98109,420
200,2019-01-22,King,98006,420
201,2019-01-25,Clark,98607,420
202,2019-01-25,Kitsap,98110,420
203,2019-01-30,King,98007,421
204,2019-02-07,King,98052,422
205,2019-02-14,King,98199,423
206,2019-03-21,King,98039,428
207,2019-03-28,Clark,98664,429
208,2019-04-05,King,98146,430
209,2019-04-18,King,98004,432
210,2019-05-02,Thurston,98501,434
211,2019-05-03,Snohomish,98026,434
212,2019-05-16,Kittitas,98926,436
213,2019-05-31,Snohomish,98020,438
214,2019-06-06,Thurston,98503,439
215,2019-06-12,Clark,98661,440
216,2019-06-18,King,98023,441
217,2019-06-28,Benton,99338,442
218,2019-07-02,Snohomish,98021,443
219,2019-07-09,Snohomish,98012,444
220,2019-07-10,Thurston,98501,444
221,2019-07-18,King,98122,445
222,2019-07-31,Pierce,98332,447
223,2019-08-16,Pierce,98092,449
224,2019-08-29,King,98112,451
225,2019-09-19,King,98105,454
226,2019-09-17,Snohomish,98026,454
227,2019-09-18,King,98117,454
228,2019-09-19,Snohomish,98012,454
229,2019-09-27,Spokane,99224,455
230,2019-10-03,King,98040,456
231,2019-10-05,King,98072,457
232,2019-10-10,Pierce,98328,457
233,2019-10-09,King,98010,457
234,2019-10-15,San Juan,98250,458
235,2019-10-24,King,98075,459
236,2019-10-29,King,98133,460
237,2019-11-01,King,98007,460
238,2019-11-01,King,98006,460
239,2019-11-06,King,98065,461
240,2019-11-15,Snohomish,98012,462
241,2019-12-21,King,98107,468
242,2020-01-07,King,98033,470
243,2020-01-10,King,98122,470
244,2020-01-10,King,98002,470
245,2020-01-22,King,98052,472
246,2020-02-05,King,98003,474
247,2020-02-14,King,98103,475
248,2020-02-14,King,98166,475
249,2020-02-18,King,98014,476
250,2020-03-12,King,98117,479
251,2020-03-25,Kitsap,98367,481
252,2020-03-31,King,98040,482
253,2020-04-06,King,98045,483
254,2020-05-12,King,98006,488
255,2020-06-05,King,98075,491
256,2020-07-07,Pierce,98498,496
257,2020-07-23,King,98146,498
258,2020-07-23,King,98059,498
259,2020-07-30,Snohomish,98203,499
260,2020-07-28,Thurston,98502,499
261,2020-08-19,King,98008,502
262,2020-08-28,King,98038,503
263,2020-09-11,Snohomish,98021,505
264,2020-09-18,Whatcom,98229,506
265,2020-09-30,King,98107,508
266,2020-10-21,King,98121,511
267,2020-11-02,King,98144,513
268,2020-11-02,King,98119,513
269,2020-11-02,Thurston,98501,513
270,2020-11-09,King,98030,514
271,2020-11-18,King,98034,515
272,2020-12-01,Pierce,98375,517
273,2020-12-04,King,98072,517
274,2020-12-02,Pierce,98443,517
275,2020-12-16,Snohomish,98203,519
276,2020-12-17,Thurston,98597,519
277,2020-12-24,King,98072,520
278,2020-12-31,King,98072,521
279,2020-12-31,King,98074,521
280,2021-01-07,Kitsap,98380,522
281,2021-01-12,King,98112,523
282,2021-01-12,King,98121,523
283,2021-01-15,King,98115,523
284,2021-01-26,Pierce,98391,525
285,2021-01-26,King,98056,525
286,2021-01-26,King,98126,525
287,2021-01-30,King,98072,526
288,2021-02-04,King,98112,526
289,2021-02-04,King,98011,526
290,2021-02-09,King,98004,527
291,2021-02-17,King,98004,528
292,2021-02-18,King,98136,528
293,2021-03-05,Clark,98663,530
