,DOL Transaction Date,County,Postal Code,week
0,2011-06-02,Snohomish,98258,21
1,2011-08-11,King,98112,31
2,2011-10-05,Pierce,98409,39
3,2012-03-22,Snohomish,98203,63
4,2012-06-04,Snohomish,98036,74
5,2012-09-06,King,98038,87
6,2012-09-20,Pierce,98422,89
7,2012-10-02,King,98004,91
8,2012-10-04,Whatcom,98226,91
9,2012-10-09,Snohomish,98077,92
10,2012-10-12,King,98014,92
11,2012-10-08,King,98029,92
12,2012-10-16,King,98008,93
13,2012-10-23,King,98056,94
14,2012-10-23,King,98040,94
15,2012-11-14,King,98133,97
16,2012-11-15,King,98027,97
17,2012-11-27,Clallam,98382,99
18,2013-01-02,Kitsap,98110,104
19,2013-01-24,King,98074,107
20,2013-02-01,Clark,98662,108
21,2013-02-20,King,98006,111
22,2013-02-28,King,98104,112
23,2013-04-19,Pierce,98499,119
24,2013-04-30,Clark,98661,121
25,2013-05-09,King,98075,122
26,2013-05-13,King,98065,123
27,2013-06-28,King,98019,129
28,2013-07-09,King,98031,131
29,2013-08-07,Snohomish,98087,135
30,2013-08-07,Thurston,98502,135
31,2013-08-15,King,98116,136
32,2013-08-29,Snohomish,98272,138
33,2013-09-21,King,98108,142
34,2013-10-01,King,98115,143
35,2013-10-08,King,98033,144
36,2013-10-29,King,98072,147
37,2013-11-05,King,98075,148
38,2013-11-20,King,98112,150
39,2013-11-19,Snohomish,98271,150
40,2013-12-12,Thurston,98506,153
41,2013-12-31,King,98115,156
42,2014-02-27,King,98166,164
43,2014-04-03,Pierce,98424,169
44,2014-04-15,Whatcom,98226,171
45,2014-05-09,King,98168,174
46,2014-05-19,King,98107,176
47,2014-05-19,Clark,98684,176
48,2014-06-20,Clark,98662,180
49,2014-06-19,Spokane,99206,180
50,2014-06-23,King,98074,181
51,2014-07-31,King,98059,186
52,2014-07-29,King,98177,186
53,2014-08-07,King,98074,187
54,2014-08-27,King,98072,190
55,2014-09-16,King,98052,193
56,2014-12-02,King,98118,204
57,2014-12-31,King,98040,208
58,2015-01-21,King,98074,211
59,2015-01-29,Snohomish,98012,212
60,2015-02-05,Klickitat,98672,213
61,2015-02-26,King,98065,216
62,2015-03-13,King,98056,218
63,2015-04-15,Whatcom,98248,223
64,2015-04-13,Snohomish,98258,223
65,2015-05-28,Snohomish,98204,229
66,2015-06-11,King,98148,231
67,2015-06-24,Clark,98671,233
68,2015-07-01,King,98007,234
69,2015-06-30,King,98122,234
70,2015-07-09,King,98199,235
71,2015-07-09,King,98119,235
72,2015-07-16,King,98112,236
73,2015-07-15,King,98006,236
74,2015-08-28,King,98033,242
75,2015-09-23,King,98034,246
76,2015-11-09,King,98121,253
77,2016-01-12,Island,98239,262
78,2016-01-28,King,98074,264
79,2016-02-02,King,98146,265
80,2016-03-02,King,98155,269
81,2016-03-29,King,98027,273
82,2016-04-01,King,98136,273
83,2016-04-11,King,98103,275
84,2016-05-10,King,98055,279
85,2016-05-25,King,98052,281
86,2016-06-02,King,98040,282
87,2016-06-15,Snohomish,98270,284
88,2016-06-22,Whatcom,98225,285
89,2016-07-22,Snohomish,98021,289
90,2016-08-05,King,98177,291
91,2016-08-08,Snohomish,98012,292
92,2016-09-28,King,98070,299
93,2016-10-05,King,98106,300
94,2016-10-05,King,98006,300
95,2016-10-07,King,98072,300
96,2016-10-13,Snohomish,98012,301
97,2016-10-12,Snohomish,98203,301
98,2016-11-18,King,98034,306
99,2016-12-20,King,98045,311
100,2016-12-27,Snohomish,98208,312
101,2017-01-31,King,98072,317
102,2017-02-14,King,98118,319
