,DOL Transaction Date,County,Postal Code,week
0,2011-01-24,Yakima,98930,3
1,2011-02-03,King,98006,4
2,2011-07-22,Pierce,98407,28
3,2011-10-12,Kitsap,98312,40
4,2011-11-01,King,98122,43
5,2012-04-09,Whatcom,98229,66
6,2012-06-26,Cowlitz,98632,77
7,2012-07-25,Thurston,98502,81
8,2012-09-18,King,98072,89
9,2012-09-24,King,98055,90
10,2012-10-08,King,98103,92
11,2012-10-23,King,98118,94
12,2012-11-07,King,98029,96
13,2012-11-08,King,98115,96
14,2012-11-06,King,98072,96
15,2012-12-04,King,98005,100
16,2012-12-19,King,98014,102
17,2013-01-04,Grant,98837,104
18,2013-01-10,King,98107,105
19,2013-04-25,King,98112,120
20,2013-05-03,King,98125,121
21,2013-05-07,Chelan,98801,122
22,2013-05-24,Thurston,98512,124
23,2013-06-28,King,98027,129
24,2013-06-25,Thurston,98501,129
25,2013-07-16,Whatcom,98225,132
26,2013-07-29,King,98004,134
27,2013-08-06,Snohomish,98012,135
28,2013-08-15,Snohomish,98208,136
29,2013-08-28,King,98023,138
30,2013-09-03,Snohomish,98012,139
31,2013-09-05,Clark,98685,139
32,2013-09-17,King,98074,141
33,2013-10-21,King,98052,146
34,2013-10-23,Island,98277,146
35,2013-10-29,King,98115,147
36,2013-11-08,Kitsap,98346,148
37,2013-11-04,King,98038,148
38,2013-11-20,King,98121,150
39,2013-12-02,King,98103,152
40,2013-12-03,King,98028,152
41,2013-12-12,King,98126,153
42,2013-12-19,King,98115,154
43,2013-12-18,Cowlitz,98674,154
44,2013-12-19,Grays Harbor,98569,154
45,2013-12-19,Snohomish,98012,154
46,2013-12-31,King,98155,156
47,2014-02-28,Pierce,98387,164
48,2014-04-04,King,98105,169
49,2014-04-16,Pierce,98391,171
50,2014-05-01,Snohomish,98037,173
51,2014-05-08,King,98125,174
52,2014-06-09,King,98033,179
53,2014-06-12,King,98117,179
54,2014-06-17,Whatcom,98248,180
55,2014-06-17,Thurston,98503,180
56,2014-06-26,Snohomish,98258,181
57,2014-06-24,King,98074,181
58,2014-07-11,Clark,98683,183
59,2014-07-21,Pierce,98374,185
60,2014-08-19,Pierce,98327,189
61,2014-09-17,King,98070,193
62,2014-09-15,King,98001,193
63,2014-10-14,King,98122,197
64,2014-10-23,Thurston,98503,198
65,2014-10-29,King,98117,199
66,2014-11-04,King,98004,200
67,2014-11-07,King,98103,200
68,2014-11-04,San Juan,98279,200
69,2014-11-13,King,98029,201
70,2014-11-25,Pierce,98335,203
71,2014-12-23,King,98028,207
72,2015-01-14,Pierce,98444,210
73,2015-01-22,Whatcom,98225,211
74,2015-01-21,King,98006,211
75,2015-03-13,King,98052,218
76,2015-03-11,King,98074,218
77,2015-04-10,King,98136,222
78,2015-04-09,Island,98277,222
79,2015-04-23,King,98053,224
80,2015-04-30,King,98133,225
81,2015-05-21,Clark,98663,228
82,2015-05-22,King,98198,228
83,2015-08-19,King,98115,241
84,2015-08-17,King,98019,241
85,2015-09-03,King,98106,243
86,2015-09-09,Kitsap,98367,244
87,2015-10-13,King,98065,249
88,2015-10-21,Snohomish,98012,250
89,2015-10-28,King,98027,251
90,2015-11-05,King,98031,252
91,2015-12-03,King,98126,256
92,2015-11-30,King,98042,256
93,2015-12-09,Franklin,99301,257
94,2016-01-06,Pierce,98499,261
95,2016-01-08,King,98075,261
96,2016-04-13,Clark,98607,275
97,2016-04-19,King,98001,276
98,2016-05-06,Spokane,99207,278
99,2016-05-26,Pierce,98332,281
100,2016-05-31,King,98074,282
101,2016-06-17,King,98075,284
102,2016-06-28,Snohomish,98021,286
103,2016-07-22,King,98052,289
104,2016-07-26,Snohomish,98290,290
105,2016-08-02,King,98052,291
106,2016-09-13,King,98102,297
107,2016-11-02,King,98122,304
108,2016-11-02,King,98053,304
109,2016-11-10,King,98006,305
110,2016-11-18,Clark,98642,306
111,2016-11-16,Pierce,98404,306
112,2016-11-23,King,98006,307
113,2017-01-06,King,98028,313
114,2017-01-17,King,98117,315
115,2017-02-28,King,98053,321
116,2017-03-07,King,98005,322
117,2017-03-07,Snohomish,98012,322
118,2017-03-29,King,98006,325
119,2017-04-11,King,98052,327
120,2017-04-13,King,98092,327
121,2017-04-17,Clark,98685,328
122,2017-04-17,Skagit,98221,328
123,2017-04-18,King,98092,328
124,2017-05-01,King,98116,330
125,2017-05-01,King,98059,330
126,2017-05-17,Snohomish,98012,332
127,2017-06-07,Snohomish,98037,335
128,2017-06-21,King,98146,337
129,2017-06-29,King,98006,338
130,2017-06-26,King,98052,338
131,2017-07-03,Snohomish,98204,339
132,2017-07-07,King,98033,339
133,2017-07-13,King,98004,340
134,2017-07-13,Snohomish,98258,340
135,2017-07-19,King,98109,341
136,2017-08-03,Lewis,98532,343
137,2017-08-10,Snohomish,98258,344
138,2017-09-01,Whatcom,98229,347
139,2017-09-06,King,98004,348
140,2017-09-13,Snohomish,98037,349
141,2017-09-18,Snohomish,98026,350
142,2017-09-19,King,98133,350
143,2017-09-22,Snohomish,98203,350
144,2017-10-04,King,98199,352
145,2017-10-04,King,98119,352
146,2017-11-06,King,98027,357
147,2017-11-16,King,98004,358
148,2017-12-05,King,98004,361
149,2017-12-20,King,98052,363
150,2017-12-22,King,98008,363
151,2018-01-26,Pierce,98391,368
152,2018-01-24,King,98004,368
153,2018-01-31,King,98007,369
154,2018-02-05,King,98075,370
155,2018-02-09,Clark,98607,370
156,2018-02-22,Clallam,98362,372
157,2018-03-02,Snohomish,98037,373
158,2018-03-13,King,98008,375
159,2018-03-23,Pierce,98332,376
160,2018-04-03,King,98122,378
161,2018-04-12,Pierce,98372,379
162,2018-04-12,King,98121,379
163,2018-04-19,King,98008,380
164,2018-04-20,Pierce,98387,380
165,2018-05-08,King,98074,383
166,2018-05-10,Snohomish,98275,383
167,2018-05-10,Kitsap,98367,383
168,2018-05-16,King,98027,384
169,2018-05-16,King,98034,384
170,2018-05-24,King,98007,385
171,2018-05-29,Thurston,98501,386
172,2018-06-08,King,98075,387
173,2018-06-04,Snohomish,98208,387
174,2018-06-08,King,98103,387
175,2018-06-04,King,98006,387
176,2018-06-14,King,98006,388
177,2018-06-27,Thurston,98501,390
178,2018-07-06,King,98102,391
179,2018-07-31,Pierce,98332,395
180,2018-07-31,Snohomish,98258,395
181,2018-08-01,King,98031,395
182,2018-08-09,Pierce,98374,396
183,2018-08-14,King,98004,397
184,2018-08-16,San Juan,98250,397
185,2018-08-23,King,98040,398
186,2018-09-19,King,98004,402
187,2018-10-04,Thurston,98513,404
188,2018-10-05,King,98103,404
189,2018-10-11,Snohomish,98021,405
190,2018-10-11,Thurston,98501,405
191,2018-10-11,King,98075,405
192,2018-10-17,King,98166,406
193,2018-10-17,King,98119,406
194,2018-10-25,King,98033,407
195,2018-10-24,Snohomish,98072,407
196,2018-11-01,King,98133,408
197,2018-11-09,King,98117,409
198,2018-11-15,King,98011,410
199,2018-11-15,King,98105,410
200,2018-11-21,King,98117,411
201,2018-11-29,King,98052,412
202,2018-11-28,Thurston,98513,412
203,2018-12-03,Clark,98663,413
204,2018-12-12,Cowlitz,98611,414
205,2018-12-17,King,98166,415
206,2018-12-20,King,98116,415
207,2018-12-19,King,98102,415
208,2018-12-19,Island,98277,415
209,2018-12-27,Snohomish,98012,416
210,2018-12-26,King,98075,416
211,2019-01-05,Clark,98642,418
212,2019-01-23,Lewis,98570,420
213,2019-01-24,King,98055,420
214,2019-01-22,Island,98239,420
215,2019-01-25,King,98005,420
216,2019-01-25,Pierce,98499,420
217,2019-01-29,King,98024,421
218,2019-02-08,King,98029,422
219,2019-02-21,Clark,98682,424
220,2019-03-06,King,98032,426
221,2019-03-25,Pierce,98371,429
222,2019-04-16,King,98118,432
223,2019-04-18,King,98052,432
224,2019-04-23,King,98072,433
225,2019-04-26,Snohomish,98021,433
226,2019-06-04,Snohomish,98258,439
227,2019-06-12,Whatcom,98230,440
228,2019-06-13,Pierce,98409,440
229,2019-06-17,Pierce,98409,441
230,2019-06-20,King,98112,441
231,2019-06-18,Snohomish,98012,441
232,2019-06-25,Snohomish,98021,442
233,2019-07-17,King,98059,445
234,2019-07-25,King,98055,446
235,2019-07-26,King,98034,446
236,2019-07-30,King,98178,447
237,2019-08-15,Jefferson,98368,449
238,2019-08-12,King,98118,449
239,2019-08-22,Snohomish,98270,450
240,2019-08-23,King,98007,450
241,2019-09-10,King,98144,453
242,2019-09-20,King,98033,454
243,2019-09-25,Snohomish,98037,455
244,2019-09-24,King,98117,455
245,2019-10-09,King,98052,457
246,2019-10-10,Whatcom,98281,457
247,2019-10-07,King,98178,457
248,2019-10-25,King,98074,459
249,2019-12-11,King,98033,466
250,2019-12-11,Kitsap,98370,466
251,2019-12-17,King,98042,467
252,2019-12-17,King,98019,467
253,2019-12-21,King,98014,468
254,2019-12-27,King,98133,468
255,2020-01-03,Whatcom,98229,469
256,2020-01-10,King,98118,470
257,2020-01-10,King,98039,470
258,2020-01-07,King,98074,470
259,2020-01-06,Pierce,98466,470
260,2020-01-07,King,98033,470
