,DOL Transaction Date,County,Postal Code,week
0,2011-05-26,Clark,98607,20
1,2011-06-07,Kitsap,98367,22
2,2011-07-19,King,98105,28
3,2011-07-19,King,98106,28
4,2011-07-19,King,98107,28
5,2011-08-23,King,98040,33
6,2011-09-29,King,98033,38
7,2011-11-10,King,98005,44
8,2011-11-16,Pierce,98373,45
9,2012-08-22,Clark,98682,85
10,2012-08-23,Clark,98662,85
11,2012-09-24,King,98028,90
12,2012-10-08,King,98103,92
13,2012-10-31,King,98072,95
14,2013-02-15,King,98155,110
15,2013-02-28,King,98104,112
16,2013-03-28,King,98115,116
17,2013-04-03,Island,98236,117
18,2013-04-18,Snohomish,98258,119
19,2013-05-15,Skagit,98221,123
20,2013-05-22,Kitsap,98110,124
21,2013-06-18,Snohomish,98252,128
22,2013-08-08,King,98105,135
23,2013-08-15,King,98055,136
24,2013-08-12,King,98059,136
25,2013-08-12,Thurston,98513,136
26,2013-08-15,King,98117,136
27,2013-08-27,Pierce,98391,138
28,2013-10-11,King,98034,144
29,2013-10-08,King,98072,144
30,2013-10-23,Island,98277,146
31,2013-10-28,King,98178,147
32,2014-01-03,King,98033,156
33,2014-01-13,King,98053,158
34,2014-01-17,King,98075,158
35,2014-01-22,King,98065,159
36,2014-02-20,Snohomish,98012,163
37,2014-03-10,Clark,98685,166
38,2014-04-17,Kitsap,98311,171
39,2014-05-01,King,98034,173
40,2014-05-09,Kitsap,98110,174
41,2014-05-30,Pierce,98467,177
42,2014-06-13,King,98108,179
43,2014-08-04,Skagit,98221,187
44,2014-08-12,Whatcom,98225,188
45,2014-09-04,King,98042,191
46,2014-09-17,Pierce,98387,193
47,2014-10-14,Whatcom,98229,197
48,2014-10-14,Whatcom,98229,197
49,2014-10-22,King,98045,198
50,2014-10-29,King,98006,199
51,2014-11-13,King,98052,201
52,2014-12-09,King,98199,205
53,2015-01-09,King,98053,209
54,2015-03-17,King,98019,219
55,2015-03-16,King,98028,219
56,2015-04-01,King,98005,221
57,2015-04-22,King,98033,224
58,2015-04-23,King,98115,224
59,2015-04-29,King,98070,225
60,2015-05-12,King,98118,227
61,2015-07-23,King,98072,237
62,2015-08-24,King,98109,242
63,2015-09-17,Snohomish,98296,245
64,2015-10-01,Grays Harbor,98550,247
65,2015-10-08,King,98033,248
66,2015-12-09,Clark,98683,257
67,2015-12-16,King,98040,258
68,2016-01-04,Snohomish,98087,261
69,2016-01-11,King,98199,262
70,2016-02-11,King,98115,266
71,2016-03-04,Benton,99338,269
72,2016-03-11,King,98133,270
73,2016-03-18,King,98029,271
74,2016-04-06,King,98027,274
75,2016-04-19,King,98155,276
76,2016-05-06,King,98038,278
