,DOL Transaction Date,County,Postal Code,week
0,2011-04-27,Snohomish,98296,16
1,2011-05-19,King,98118,19
2,2011-06-01,King,98006,21
3,2011-07-12,Snohomish,98201,27
4,2011-08-08,King,98104,31
5,2011-10-24,King,98104,42
6,2012-01-06,Snohomish,98275,52
7,2012-05-17,Snohomish,98026,71
8,2012-07-18,Spokane,99019,80
9,2012-09-18,Whatcom,98226,89
10,2012-10-23,Clark,98661,94
11,2012-10-25,King,98075,94
12,2012-12-13,King,98030,101
13,2013-01-18,King,98004,106
14,2013-01-30,King,98105,108
15,2013-03-27,Snohomish,98201,116
16,2013-04-10,King,98027,118
17,2013-04-09,Thurston,98506,118
18,2013-04-18,King,98070,119
19,2013-04-29,King,98136,121
20,2013-05-09,King,98053,122
21,2013-05-08,Pierce,98403,122
22,2013-05-14,Whatcom,98248,123
23,2013-05-14,King,98040,123
24,2013-06-04,Spokane,99224,126
25,2013-06-18,King,98105,128
26,2013-07-26,King,98027,133
27,2013-08-06,Snohomish,98036,135
28,2013-08-29,King,98116,138
29,2013-09-19,King,98144,141
30,2013-09-18,King,98031,141
31,2013-09-27,King,98070,142
32,2013-11-13,King,98133,149
33,2014-01-10,Skagit,98274,157
34,2014-02-10,King,98155,162
35,2014-02-19,King,98040,163
36,2014-03-04,King,98074,165
37,2014-07-02,Thurston,98501,182
38,2014-07-03,Clark,98683,182
39,2014-07-11,Clark,98683,183
40,2014-07-18,Clark,98607,184
41,2014-07-15,King,98005,184
42,2014-07-21,Walla Walla,99324,185
43,2014-08-01,King,98052,186
44,2014-07-31,King,98075,186
45,2014-08-09,Clark,98642,188
46,2014-08-22,King,98115,189
47,2014-11-07,Clallam,98382,200
48,2014-11-10,Kitsap,98311,201
49,2014-12-19,King,98118,206
50,2014-12-23,Pierce,98333,207
51,2014-12-26,Pierce,98390,207
52,2015-01-21,King,98115,211
53,2015-03-03,Pierce,98433,217
54,2015-04-03,King,98034,221
55,2015-04-23,Snohomish,98036,224
56,2015-05-11,King,98105,227
57,2015-05-20,King,98116,228
58,2015-05-28,Pierce,98327,229
59,2015-06-04,Snohomish,98037,230
60,2015-07-02,King,98033,234
61,2015-07-06,King,98118,235
62,2015-07-17,King,98106,236
63,2015-07-14,King,98121,236
64,2015-07-24,King,98136,237
65,2015-08-07,King,98006,239
66,2015-10-22,King,98188,250
67,2015-12-31,King,98125,260
68,2015-12-30,King,98103,260
69,2016-01-22,King,98199,263
70,2016-02-11,King,98115,266
71,2016-03-29,Whatcom,98229,273
72,2016-03-30,King,98136,273
73,2016-04-06,Grays Harbor,98520,274
74,2016-04-13,King,98005,275
75,2016-04-12,Jefferson,98368,275
76,2016-06-01,King,98072,282
77,2016-06-17,Yakima,98908,284
78,2016-06-16,King,98005,284
79,2016-06-22,King,98166,285
80,2016-06-20,King,98052,285
81,2016-07-06,Thurston,98501,287
82,2016-07-06,King,98033,287
83,2016-07-15,King,98109,288
84,2016-07-20,King,98053,289
85,2016-08-11,King,98118,292
86,2016-08-31,Spokane,99205,295
87,2016-09-07,Benton,99354,296
88,2016-09-27,Pierce,98403,299
89,2016-11-18,Clark,98642,306
90,2016-11-22,King,98065,307
91,2016-12-14,King,98038,310
92,2016-12-20,Kitsap,98311,311
93,2017-01-05,Benton,99352,313
94,2017-01-06,King,98125,313
95,2017-01-13,King,98065,314
96,2017-01-20,King,98075,315
97,2017-01-30,King,98199,317
98,2017-02-02,King,98033,317
99,2017-02-10,King,98074,318
100,2017-02-15,King,98198,319
101,2017-02-17,Kitsap,98110,319
102,2017-03-08,Pierce,98328,322
103,2017-03-14,King,98070,323
104,2017-04-07,King,98074,326
105,2017-04-13,King,98103,327
106,2017-04-17,Pierce,98406,328
107,2017-05-01,King,98126,330
108,2017-05-11,King,98118,331
109,2017-06-12,King,98040,336
110,2017-06-16,Pierce,98405,336
111,2017-06-29,King,98011,338
