,DOL Transaction Date,County,Postal Code,week
0,2011-06-22,Snohomish,98020,24
1,2011-12-08,King,98030,48
2,2012-01-06,Clark,98686,52
3,2012-04-19,King,98199,67
4,2012-05-15,Clark,98606,71
5,2012-10-16,Thurston,98512,93
6,2012-10-25,King,98058,94
7,2012-11-14,King,98029,97
8,2012-11-13,King,98074,97
9,2012-11-14,King,98038,97
10,2012-11-19,King,98053,98
11,2012-12-19,King,98006,102
12,2013-01-09,King,98115,105
13,2013-01-25,King,98121,107
14,2013-01-25,Skagit,98221,107
15,2013-02-20,King,98006,111
16,2013-03-29,King,98033,116
17,2013-03-27,King,98075,116
18,2013-04-08,King,98106,118
19,2013-05-10,King,98115,122
20,2013-05-23,King,98146,124
21,2013-05-24,Thurston,98512,124
22,2013-05-22,King,98126,124
23,2013-06-06,Clark,98685,126
24,2013-06-06,Thurston,98506,126
25,2013-08-14,Pierce,98406,136
26,2013-09-04,King,98031,139
27,2013-09-10,King,98070,140
28,2013-09-17,King,98045,141
29,2013-11-20,King,98029,150
30,2013-12-06,King,98103,152
31,2013-12-11,King,98052,153
32,2014-01-06,King,98008,157
33,2014-01-16,King,98136,158
34,2014-03-06,Snohomish,98296,165
35,2014-04-01,King,98034,169
36,2014-04-10,Snohomish,98223,170
37,2014-04-09,Pierce,98333,170
38,2014-05-06,King,98168,174
39,2014-05-14,Snohomish,98037,175
40,2014-06-10,Whatcom,98225,179
41,2014-07-10,Pierce,98391,183
42,2014-07-24,Snohomish,98020,185
43,2014-08-22,King,98019,189
44,2014-08-28,Kitsap,98366,190
45,2014-08-26,King,98027,190
46,2014-10-07,Snohomish,98290,196
47,2014-10-27,Snohomish,98026,199
48,2014-12-23,King,98115,207
49,2014-12-26,Spokane,99203,207
50,2015-01-23,King,98005,211
51,2015-02-11,Snohomish,98012,214
52,2015-04-03,King,98198,221
53,2015-03-31,King,98034,221
54,2015-04-21,Pierce,98422,224
55,2015-05-07,King,98052,226
56,2015-05-13,Kitsap,98312,227
57,2015-05-26,King,98177,229
58,2015-06-05,Pierce,98499,230
59,2015-06-24,King,98029,233
60,2015-07-16,Snohomish,98272,236
61,2015-07-14,King,98112,236
62,2015-07-17,King,98092,236
63,2015-07-14,Thurston,98589,236
64,2015-07-21,King,98074,237
65,2015-09-04,Thurston,98589,243
66,2015-09-11,Snohomish,98223,244
67,2015-09-21,King,98125,246
68,2015-12-11,King,98116,257
69,2015-12-15,King,98168,258
70,2016-02-11,King,98005,266
71,2016-04-14,King,98188,275
72,2016-04-25,Kitsap,98110,277
73,2016-05-25,King,98033,281
74,2016-05-31,King,98115,282
75,2016-06-30,King,98105,286
76,2016-08-17,King,98027,293
77,2016-08-15,King,98004,293
78,2016-08-26,King,98115,294
79,2016-08-22,King,98109,294
80,2016-08-29,Spokane,99206,295
81,2016-09-07,Snohomish,98021,296
82,2016-09-09,King,98199,296
83,2016-09-12,King,98133,297
84,2016-09-19,King,98117,298
85,2016-09-28,Clark,98683,299
86,2016-10-21,King,98040,302
87,2016-11-29,Pierce,98332,308
88,2016-12-08,King,98136,309
89,2016-12-23,King,98004,311
90,2016-12-29,King,98032,312
91,2017-01-04,Pierce,98444,313
92,2017-01-06,King,98055,313
93,2017-01-11,King,98004,314
94,2017-01-20,King,98072,315
95,2017-01-18,Snohomish,98021,315
96,2017-01-20,Snohomish,98012,315
97,2017-02-02,Spokane,99206,317
98,2017-03-23,King,98118,324
99,2017-04-13,Snohomish,98296,327
100,2017-04-20,Wahkiakum,98643,328
101,2017-04-26,Clark,98606,329
102,2017-05-17,Snohomish,98012,332
103,2017-05-22,King,98122,333
104,2017-05-23,King,98014,333
105,2017-06-07,King,98133,335
106,2017-06-19,Pacific,98640,337
107,2017-06-27,Clark,98604,338
108,2017-07-26,Snohomish,98021,342
109,2017-08-01,Snohomish,98077,343
110,2017-08-14,Clark,98604,345
111,2017-08-22,Snohomish,98026,346
112,2017-08-31,King,98117,347
113,2017-09-07,King,98033,348
