year,month,week,Zip Code,sale,Clean Alternative Fuel Vehicle Type
2019,4,17,98117.0,386,Battery Electric Vehicle (BEV)
2019,4,17,98117.0,387,Plug-in Hybrid Electric Vehicle (PHEV)
2019,4,18,98117.0,388,Battery Electric Vehicle (BEV)
2019,5,18,98117.0,390,Battery Electric Vehicle (BEV)
2019,5,20,98117.0,391,Battery Electric Vehicle (BEV)
2019,5,20,98117.0,392,Plug-in Hybrid Electric Vehicle (PHEV)
2019,5,21,98117.0,396,Battery Electric Vehicle (BEV)
2019,5,22,98117.0,397,Battery Electric Vehicle (BEV)
2019,6,23,98117.0,398,Battery Electric Vehicle (BEV)
2019,6,25,98117.0,399,Battery Electric Vehicle (BEV)
2019,6,26,98117.0,400,Battery Electric Vehicle (BEV)
2019,7,27,98117.0,402,Battery Electric Vehicle (BEV)
2019,7,29,98117.0,403,Battery Electric Vehicle (BEV)
2019,7,29,98117.0,404,Plug-in Hybrid Electric Vehicle (PHEV)
2019,7,30,98117.0,405,Battery Electric Vehicle (BEV)
2019,7,30,98117.0,406,Plug-in Hybrid Electric Vehicle (PHEV)
2019,8,31,98117.0,408,Battery Electric Vehicle (BEV)
2019,8,32,98117.0,410,Battery Electric Vehicle (BEV)
2019,8,33,98117.0,411,Battery Electric Vehicle (BEV)
2019,8,34,98117.0,412,Battery Electric Vehicle (BEV)
2019,8,35,98117.0,413,Battery Electric Vehicle (BEV)
2019,9,36,98117.0,414,Battery Electric Vehicle (BEV)
2019,9,37,98117.0,415,Battery Electric Vehicle (BEV)
2019,9,37,98117.0,416,Plug-in Hybrid Electric Vehicle (PHEV)
2019,9,38,98117.0,417,Battery Electric Vehicle (BEV)
2019,9,39,98117.0,418,Battery Electric Vehicle (BEV)
2019,9,39,98117.0,420,Plug-in Hybrid Electric Vehicle (PHEV)
2019,10,40,98117.0,421,Battery Electric Vehicle (BEV)
2019,10,41,98117.0,422,Battery Electric Vehicle (BEV)
2019,10,42,98117.0,423,Battery Electric Vehicle (BEV)
2019,10,42,98117.0,424,Plug-in Hybrid Electric Vehicle (PHEV)
2019,10,43,98117.0,425,Battery Electric Vehicle (BEV)
2019,10,43,98117.0,426,Plug-in Hybrid Electric Vehicle (PHEV)
2019,10,44,98117.0,427,Battery Electric Vehicle (BEV)
2019,11,45,98117.0,428,Battery Electric Vehicle (BEV)
2019,11,45,98117.0,429,Plug-in Hybrid Electric Vehicle (PHEV)
2019,11,46,98117.0,431,Battery Electric Vehicle (BEV)
2019,11,47,98117.0,432,Plug-in Hybrid Electric Vehicle (PHEV)
2019,11,48,98117.0,434,Battery Electric Vehicle (BEV)
2019,12,1,98117.0,435,Battery Electric Vehicle (BEV)
2019,12,50,98117.0,436,Battery Electric Vehicle (BEV)
2019,12,51,98117.0,437,Battery Electric Vehicle (BEV)
2019,12,51,98117.0,438,Plug-in Hybrid Electric Vehicle (PHEV)
2019,12,52,98117.0,440,Battery Electric Vehicle (BEV)
2020,1,1,98117.0,442,Battery Electric Vehicle (BEV)
2020,1,2,98117.0,443,Battery Electric Vehicle (BEV)
2020,1,3,98117.0,446,Battery Electric Vehicle (BEV)
2020,1,3,98117.0,449,Plug-in Hybrid Electric Vehicle (PHEV)
2020,1,4,98117.0,450,Battery Electric Vehicle (BEV)
2020,1,4,98117.0,451,Plug-in Hybrid Electric Vehicle (PHEV)
2020,1,5,98117.0,452,Battery Electric Vehicle (BEV)
2020,1,5,98117.0,453,Plug-in Hybrid Electric Vehicle (PHEV)
2020,2,6,98117.0,458,Battery Electric Vehicle (BEV)
2020,2,6,98117.0,460,Plug-in Hybrid Electric Vehicle (PHEV)
2020,2,7,98117.0,462,Battery Electric Vehicle (BEV)
2020,2,7,98117.0,463,Plug-in Hybrid Electric Vehicle (PHEV)
2020,2,8,98117.0,464,Battery Electric Vehicle (BEV)
2020,2,8,98117.0,465,Plug-in Hybrid Electric Vehicle (PHEV)
2020,2,9,98117.0,467,Battery Electric Vehicle (BEV)
2020,3,10,98117.0,468,Battery Electric Vehicle (BEV)
2020,3,10,98117.0,469,Plug-in Hybrid Electric Vehicle (PHEV)
2020,3,11,98117.0,470,Battery Electric Vehicle (BEV)
2020,3,11,98117.0,474,Plug-in Hybrid Electric Vehicle (PHEV)
2020,3,12,98117.0,475,Battery Electric Vehicle (BEV)
2020,3,12,98117.0,477,Plug-in Hybrid Electric Vehicle (PHEV)
2020,3,13,98117.0,478,Battery Electric Vehicle (BEV)
2020,3,13,98117.0,479,Plug-in Hybrid Electric Vehicle (PHEV)
2020,3,14,98117.0,480,Battery Electric Vehicle (BEV)
2020,4,15,98117.0,481,Battery Electric Vehicle (BEV)
2020,4,16,98117.0,482,Battery Electric Vehicle (BEV)
2020,4,17,98117.0,483,Plug-in Hybrid Electric Vehicle (PHEV)
2020,5,18,98117.0,484,Battery Electric Vehicle (BEV)
2020,5,20,98117.0,485,Plug-in Hybrid Electric Vehicle (PHEV)
2020,5,21,98117.0,486,Battery Electric Vehicle (BEV)
2020,5,22,98117.0,487,Battery Electric Vehicle (BEV)
2020,6,23,98117.0,488,Battery Electric Vehicle (BEV)
2020,6,24,98117.0,489,Battery Electric Vehicle (BEV)
2020,6,25,98117.0,491,Battery Electric Vehicle (BEV)
2020,6,27,98117.0,492,Battery Electric Vehicle (BEV)
2020,7,27,98117.0,494,Battery Electric Vehicle (BEV)
2020,7,28,98117.0,495,Battery Electric Vehicle (BEV)
2020,7,28,98117.0,496,Plug-in Hybrid Electric Vehicle (PHEV)
2020,7,30,98117.0,497,Battery Electric Vehicle (BEV)
2020,7,30,98117.0,498,Plug-in Hybrid Electric Vehicle (PHEV)
2020,7,31,98117.0,502,Battery Electric Vehicle (BEV)
2020,7,31,98117.0,503,Plug-in Hybrid Electric Vehicle (PHEV)
2020,8,32,98117.0,505,Battery Electric Vehicle (BEV)
2020,8,33,98117.0,507,Battery Electric Vehicle (BEV)
2020,8,34,98117.0,508,Battery Electric Vehicle (BEV)
2020,8,34,98117.0,509,Plug-in Hybrid Electric Vehicle (PHEV)
2020,8,35,98117.0,510,Battery Electric Vehicle (BEV)
2020,9,36,98117.0,513,Battery Electric Vehicle (BEV)
2020,9,37,98117.0,514,Battery Electric Vehicle (BEV)
2020,9,38,98117.0,515,Battery Electric Vehicle (BEV)
2020,9,38,98117.0,516,Plug-in Hybrid Electric Vehicle (PHEV)
2020,9,39,98117.0,517,Battery Electric Vehicle (BEV)
2020,9,39,98117.0,519,Plug-in Hybrid Electric Vehicle (PHEV)
2020,9,40,98117.0,525,Battery Electric Vehicle (BEV)
2020,10,40,98117.0,526,Battery Electric Vehicle (BEV)
2020,10,41,98117.0,527,Battery Electric Vehicle (BEV)
2020,10,42,98117.0,528,Battery Electric Vehicle (BEV)
2020,10,42,98117.0,529,Plug-in Hybrid Electric Vehicle (PHEV)
2020,10,43,98117.0,530,Battery Electric Vehicle (BEV)
2020,10,43,98117.0,531,Plug-in Hybrid Electric Vehicle (PHEV)
2020,10,44,98117.0,532,Battery Electric Vehicle (BEV)
2020,11,45,98117.0,533,Battery Electric Vehicle (BEV)
2020,11,45,98117.0,539,Plug-in Hybrid Electric Vehicle (PHEV)
2020,11,46,98117.0,540,Battery Electric Vehicle (BEV)
2020,11,47,98117.0,541,Battery Electric Vehicle (BEV)
2020,11,48,98117.0,542,Battery Electric Vehicle (BEV)
2020,11,48,98117.0,543,Plug-in Hybrid Electric Vehicle (PHEV)
2020,12,49,98117.0,544,Battery Electric Vehicle (BEV)
2020,12,49,98117.0,546,Plug-in Hybrid Electric Vehicle (PHEV)
2020,12,50,98117.0,548,Battery Electric Vehicle (BEV)
2020,12,51,98117.0,550,Battery Electric Vehicle (BEV)
2020,12,51,98117.0,552,Plug-in Hybrid Electric Vehicle (PHEV)
2020,12,52,98117.0,553,Battery Electric Vehicle (BEV)
2020,12,52,98117.0,555,Plug-in Hybrid Electric Vehicle (PHEV)
2021,1,1,98117.0,556,Battery Electric Vehicle (BEV)
2021,1,2,98117.0,558,Battery Electric Vehicle (BEV)
2021,1,3,98117.0,559,Battery Electric Vehicle (BEV)
2021,1,3,98117.0,560,Plug-in Hybrid Electric Vehicle (PHEV)
2021,1,4,98117.0,561,Battery Electric Vehicle (BEV)
2021,2,5,98117.0,562,Battery Electric Vehicle (BEV)
2021,2,5,98117.0,563,Plug-in Hybrid Electric Vehicle (PHEV)
2021,2,6,98117.0,564,Battery Electric Vehicle (BEV)
2021,2,7,98117.0,565,Battery Electric Vehicle (BEV)
2021,2,7,98117.0,566,Plug-in Hybrid Electric Vehicle (PHEV)
2021,2,8,98117.0,567,Battery Electric Vehicle (BEV)
2021,2,8,98117.0,568,Plug-in Hybrid Electric Vehicle (PHEV)
2021,3,9,98117.0,569,Battery Electric Vehicle (BEV)
2021,3,10,98117.0,571,Battery Electric Vehicle (BEV)
2021,3,10,98117.0,572,Plug-in Hybrid Electric Vehicle (PHEV)
2021,3,11,98117.0,574,Plug-in Hybrid Electric Vehicle (PHEV)
2021,3,12,98117.0,576,Battery Electric Vehicle (BEV)
2021,3,13,98117.0,578,Battery Electric Vehicle (BEV)
2021,3,13,98117.0,579,Plug-in Hybrid Electric Vehicle (PHEV)
2021,4,13,98117.0,580,Battery Electric Vehicle (BEV)
2021,4,14,98117.0,581,Battery Electric Vehicle (BEV)
2021,4,15,98117.0,582,Battery Electric Vehicle (BEV)
2021,4,15,98117.0,583,Plug-in Hybrid Electric Vehicle (PHEV)
2021,4,16,98117.0,585,Battery Electric Vehicle (BEV)
2021,4,17,98117.0,586,Battery Electric Vehicle (BEV)
2021,4,17,98117.0,587,Plug-in Hybrid Electric Vehicle (PHEV)
2021,5,17,98117.0,588,Battery Electric Vehicle (BEV)
2021,5,18,98117.0,589,Battery Electric Vehicle (BEV)
2021,5,18,98117.0,590,Plug-in Hybrid Electric Vehicle (PHEV)
2021,5,19,98117.0,592,Battery Electric Vehicle (BEV)
2021,5,19,98117.0,593,Plug-in Hybrid Electric Vehicle (PHEV)
2021,5,20,98117.0,594,Battery Electric Vehicle (BEV)
2021,5,20,98117.0,595,Plug-in Hybrid Electric Vehicle (PHEV)
2021,5,21,98117.0,596,Battery Electric Vehicle (BEV)
2021,6,22,98117.0,597,Battery Electric Vehicle (BEV)
2021,6,22,98117.0,598,Plug-in Hybrid Electric Vehicle (PHEV)
2021,6,23,98117.0,599,Battery Electric Vehicle (BEV)
2021,6,24,98117.0,600,Battery Electric Vehicle (BEV)
2021,6,25,98117.0,601,Battery Electric Vehicle (BEV)
2021,6,25,98117.0,602,Plug-in Hybrid Electric Vehicle (PHEV)
2021,6,26,98117.0,603,Plug-in Hybrid Electric Vehicle (PHEV)
2021,7,26,98117.0,604,Battery Electric Vehicle (BEV)
2021,7,28,98117.0,605,Battery Electric Vehicle (BEV)
2021,7,28,98117.0,606,Plug-in Hybrid Electric Vehicle (PHEV)
2021,7,29,98117.0,607,Battery Electric Vehicle (BEV)
2021,7,30,98117.0,608,Battery Electric Vehicle (BEV)
2021,8,31,98117.0,609,Battery Electric Vehicle (BEV)
2021,8,32,98117.0,610,Battery Electric Vehicle (BEV)
2021,8,33,98117.0,612,Battery Electric Vehicle (BEV)
2021,8,34,98117.0,613,Battery Electric Vehicle (BEV)
2021,8,34,98117.0,614,Plug-in Hybrid Electric Vehicle (PHEV)
2021,8,35,98117.0,615,Battery Electric Vehicle (BEV)
2021,9,35,98117.0,616,Battery Electric Vehicle (BEV)
2021,9,35,98117.0,618,Plug-in Hybrid Electric Vehicle (PHEV)
2021,9,36,98117.0,619,Battery Electric Vehicle (BEV)
2021,9,37,98117.0,621,Plug-in Hybrid Electric Vehicle (PHEV)
2021,9,38,98117.0,625,Battery Electric Vehicle (BEV)
2021,9,39,98117.0,626,Battery Electric Vehicle (BEV)
2021,9,39,98117.0,627,Plug-in Hybrid Electric Vehicle (PHEV)
2021,10,40,98117.0,628,Battery Electric Vehicle (BEV)
2021,10,40,98117.0,629,Plug-in Hybrid Electric Vehicle (PHEV)
2021,10,41,98117.0,630,Battery Electric Vehicle (BEV)
2021,10,41,98117.0,631,Plug-in Hybrid Electric Vehicle (PHEV)
2021,10,43,98117.0,632,Battery Electric Vehicle (BEV)
2021,11,44,98117.0,641,Plug-in Hybrid Electric Vehicle (PHEV)
2021,11,45,98117.0,642,Battery Electric Vehicle (BEV)
2021,11,45,98117.0,643,Plug-in Hybrid Electric Vehicle (PHEV)
2021,11,46,98117.0,645,Battery Electric Vehicle (BEV)
2021,11,46,98117.0,646,Plug-in Hybrid Electric Vehicle (PHEV)
2021,11,47,98117.0,647,Battery Electric Vehicle (BEV)
2021,11,48,98117.0,648,Battery Electric Vehicle (BEV)
2021,11,48,98117.0,649,Plug-in Hybrid Electric Vehicle (PHEV)
2021,12,48,98117.0,650,Battery Electric Vehicle (BEV)
2021,12,48,98117.0,651,Plug-in Hybrid Electric Vehicle (PHEV)
2021,12,49,98117.0,652,Battery Electric Vehicle (BEV)
2021,12,50,98117.0,653,Battery Electric Vehicle (BEV)
2021,12,51,98117.0,654,Battery Electric Vehicle (BEV)
2021,12,52,98117.0,655,Battery Electric Vehicle (BEV)
2022,1,1,98117.0,656,Battery Electric Vehicle (BEV)
2022,1,1,98117.0,657,Plug-in Hybrid Electric Vehicle (PHEV)
2022,1,2,98117.0,659,Battery Electric Vehicle (BEV)
2022,1,2,98117.0,660,Plug-in Hybrid Electric Vehicle (PHEV)
2022,1,3,98117.0,661,Battery Electric Vehicle (BEV)
2022,1,3,98117.0,662,Plug-in Hybrid Electric Vehicle (PHEV)
2022,1,4,98117.0,663,Battery Electric Vehicle (BEV)
2022,2,5,98117.0,664,Battery Electric Vehicle (BEV)
2022,2,6,98117.0,665,Battery Electric Vehicle (BEV)
2022,2,6,98117.0,666,Plug-in Hybrid Electric Vehicle (PHEV)
2022,2,7,98117.0,668,Battery Electric Vehicle (BEV)
2022,2,7,98117.0,669,Plug-in Hybrid Electric Vehicle (PHEV)
2022,2,8,98117.0,672,Plug-in Hybrid Electric Vehicle (PHEV)
2022,3,9,98117.0,673,Battery Electric Vehicle (BEV)
2022,3,10,98117.0,675,Battery Electric Vehicle (BEV)
2022,3,11,98117.0,676,Battery Electric Vehicle (BEV)
2022,3,11,98117.0,678,Plug-in Hybrid Electric Vehicle (PHEV)
2022,3,12,98117.0,679,Plug-in Hybrid Electric Vehicle (PHEV)
2022,3,13,98117.0,680,Battery Electric Vehicle (BEV)
2022,4,13,98117.0,682,Battery Electric Vehicle (BEV)
2022,4,14,98117.0,684,Battery Electric Vehicle (BEV)
2022,4,14,98117.0,685,Plug-in Hybrid Electric Vehicle (PHEV)
2022,4,15,98117.0,686,Battery Electric Vehicle (BEV)
2022,4,15,98117.0,687,Plug-in Hybrid Electric Vehicle (PHEV)
2022,4,16,98117.0,689,Battery Electric Vehicle (BEV)
2022,4,17,98117.0,690,Battery Electric Vehicle (BEV)
2022,5,18,98117.0,691,Battery Electric Vehicle (BEV)
2022,5,18,98117.0,692,Plug-in Hybrid Electric Vehicle (PHEV)
2022,5,19,98117.0,697,Battery Electric Vehicle (BEV)
2022,5,19,98117.0,698,Plug-in Hybrid Electric Vehicle (PHEV)
2022,5,20,98117.0,699,Battery Electric Vehicle (BEV)
2022,5,20,98117.0,700,Plug-in Hybrid Electric Vehicle (PHEV)
2022,5,21,98117.0,701,Battery Electric Vehicle (BEV)
2022,6,22,98117.0,702,Battery Electric Vehicle (BEV)
2022,6,22,98117.0,703,Plug-in Hybrid Electric Vehicle (PHEV)
2022,6,23,98117.0,704,Battery Electric Vehicle (BEV)
2022,6,23,98117.0,705,Plug-in Hybrid Electric Vehicle (PHEV)
2022,6,24,98117.0,706,Battery Electric Vehicle (BEV)
2022,6,24,98117.0,707,Plug-in Hybrid Electric Vehicle (PHEV)
2022,6,25,98117.0,710,Battery Electric Vehicle (BEV)
2022,6,25,98117.0,711,Plug-in Hybrid Electric Vehicle (PHEV)
2022,6,26,98117.0,714,Battery Electric Vehicle (BEV)
2022,6,26,98117.0,715,Plug-in Hybrid Electric Vehicle (PHEV)
2022,7,26,98117.0,716,Plug-in Hybrid Electric Vehicle (PHEV)
2022,7,27,98117.0,718,Battery Electric Vehicle (BEV)
2022,7,27,98117.0,719,Plug-in Hybrid Electric Vehicle (PHEV)
2022,7,28,98117.0,720,Battery Electric Vehicle (BEV)
2022,7,28,98117.0,722,Plug-in Hybrid Electric Vehicle (PHEV)
2022,7,29,98117.0,723,Battery Electric Vehicle (BEV)
2022,7,29,98117.0,724,Plug-in Hybrid Electric Vehicle (PHEV)
2022,7,30,98117.0,725,Battery Electric Vehicle (BEV)
2022,7,30,98117.0,726,Plug-in Hybrid Electric Vehicle (PHEV)
2022,8,31,98117.0,727,Battery Electric Vehicle (BEV)
2022,8,31,98117.0,728,Plug-in Hybrid Electric Vehicle (PHEV)
2022,8,32,98117.0,729,Battery Electric Vehicle (BEV)
2022,8,33,98117.0,730,Battery Electric Vehicle (BEV)
2022,8,34,98117.0,731,Battery Electric Vehicle (BEV)
2022,8,35,98117.0,732,Battery Electric Vehicle (BEV)
2011,4,15,98074.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2011,6,24,98074.0,2,Battery Electric Vehicle (BEV)
2011,6,25,98074.0,3,Battery Electric Vehicle (BEV)
2011,7,28,98074.0,4,Battery Electric Vehicle (BEV)
2011,7,29,98074.0,5,Battery Electric Vehicle (BEV)
2011,7,30,98074.0,6,Battery Electric Vehicle (BEV)
2011,8,34,98074.0,7,Battery Electric Vehicle (BEV)
2011,9,37,98074.0,8,Battery Electric Vehicle (BEV)
2011,10,40,98074.0,9,Battery Electric Vehicle (BEV)
2011,10,41,98074.0,10,Plug-in Hybrid Electric Vehicle (PHEV)
2011,12,51,98074.0,11,Plug-in Hybrid Electric Vehicle (PHEV)
2012,2,9,98074.0,12,Plug-in Hybrid Electric Vehicle (PHEV)
2012,3,12,98074.0,13,Battery Electric Vehicle (BEV)
2012,4,14,98074.0,14,Plug-in Hybrid Electric Vehicle (PHEV)
2012,4,17,98074.0,15,Plug-in Hybrid Electric Vehicle (PHEV)
2012,7,27,98074.0,16,Plug-in Hybrid Electric Vehicle (PHEV)
2012,8,31,98074.0,17,Battery Electric Vehicle (BEV)
2012,8,32,98074.0,18,Battery Electric Vehicle (BEV)
2012,8,35,98074.0,19,Plug-in Hybrid Electric Vehicle (PHEV)
2012,9,37,98074.0,20,Battery Electric Vehicle (BEV)
2012,10,41,98074.0,21,Battery Electric Vehicle (BEV)
2012,10,43,98074.0,22,Battery Electric Vehicle (BEV)
2012,10,43,98074.0,23,Plug-in Hybrid Electric Vehicle (PHEV)
2012,11,45,98074.0,24,Battery Electric Vehicle (BEV)
2012,11,46,98074.0,25,Battery Electric Vehicle (BEV)
2012,11,47,98074.0,26,Battery Electric Vehicle (BEV)
2012,11,48,98074.0,27,Battery Electric Vehicle (BEV)
2012,11,48,98074.0,28,Plug-in Hybrid Electric Vehicle (PHEV)
2012,12,49,98074.0,29,Battery Electric Vehicle (BEV)
2012,12,49,98074.0,30,Plug-in Hybrid Electric Vehicle (PHEV)
2012,12,51,98074.0,31,Battery Electric Vehicle (BEV)
2013,1,2,98074.0,32,Battery Electric Vehicle (BEV)
2013,1,3,98074.0,33,Battery Electric Vehicle (BEV)
2013,1,4,98074.0,34,Battery Electric Vehicle (BEV)
2013,1,5,98074.0,35,Battery Electric Vehicle (BEV)
2013,2,6,98074.0,36,Battery Electric Vehicle (BEV)
2013,2,7,98074.0,37,Battery Electric Vehicle (BEV)
2013,2,8,98074.0,38,Battery Electric Vehicle (BEV)
2013,3,11,98074.0,39,Battery Electric Vehicle (BEV)
2013,3,13,98074.0,40,Battery Electric Vehicle (BEV)
2013,4,15,98074.0,41,Plug-in Hybrid Electric Vehicle (PHEV)
2013,4,16,98074.0,43,Battery Electric Vehicle (BEV)
2013,4,18,98074.0,44,Battery Electric Vehicle (BEV)
2013,5,18,98074.0,45,Battery Electric Vehicle (BEV)
2013,5,20,98074.0,46,Battery Electric Vehicle (BEV)
2013,5,21,98074.0,47,Battery Electric Vehicle (BEV)
2013,5,22,98074.0,48,Battery Electric Vehicle (BEV)
2013,6,23,98074.0,49,Battery Electric Vehicle (BEV)
2013,6,24,98074.0,50,Battery Electric Vehicle (BEV)
2013,6,26,98074.0,51,Plug-in Hybrid Electric Vehicle (PHEV)
2013,7,27,98074.0,52,Battery Electric Vehicle (BEV)
2013,7,28,98074.0,54,Battery Electric Vehicle (BEV)
2013,7,29,98074.0,55,Battery Electric Vehicle (BEV)
2013,8,31,98074.0,56,Battery Electric Vehicle (BEV)
2013,8,33,98074.0,57,Battery Electric Vehicle (BEV)
2013,9,36,98074.0,58,Battery Electric Vehicle (BEV)
2013,9,37,98074.0,59,Battery Electric Vehicle (BEV)
2013,9,38,98074.0,60,Battery Electric Vehicle (BEV)
2013,9,39,98074.0,61,Battery Electric Vehicle (BEV)
2013,10,40,98074.0,62,Battery Electric Vehicle (BEV)
2013,10,40,98074.0,63,Plug-in Hybrid Electric Vehicle (PHEV)
2013,10,41,98074.0,64,Battery Electric Vehicle (BEV)
2013,10,42,98074.0,65,Battery Electric Vehicle (BEV)
2013,10,42,98074.0,66,Plug-in Hybrid Electric Vehicle (PHEV)
2013,10,43,98074.0,67,Battery Electric Vehicle (BEV)
2013,10,43,98074.0,68,Plug-in Hybrid Electric Vehicle (PHEV)
2013,10,44,98074.0,70,Plug-in Hybrid Electric Vehicle (PHEV)
2013,11,44,98074.0,71,Battery Electric Vehicle (BEV)
2013,11,45,98074.0,72,Battery Electric Vehicle (BEV)
2013,11,46,98074.0,76,Battery Electric Vehicle (BEV)
2013,11,47,98074.0,77,Battery Electric Vehicle (BEV)
2013,11,48,98074.0,78,Plug-in Hybrid Electric Vehicle (PHEV)
2013,12,1,98074.0,79,Battery Electric Vehicle (BEV)
2013,12,49,98074.0,80,Battery Electric Vehicle (BEV)
2013,12,51,98074.0,81,Battery Electric Vehicle (BEV)
2014,1,1,98074.0,82,Battery Electric Vehicle (BEV)
2014,1,1,98074.0,83,Plug-in Hybrid Electric Vehicle (PHEV)
2014,1,2,98074.0,84,Battery Electric Vehicle (BEV)
2014,1,3,98074.0,85,Battery Electric Vehicle (BEV)
2014,1,3,98074.0,87,Plug-in Hybrid Electric Vehicle (PHEV)
2014,1,5,98074.0,89,Plug-in Hybrid Electric Vehicle (PHEV)
2014,2,8,98074.0,90,Battery Electric Vehicle (BEV)
2014,2,9,98074.0,91,Plug-in Hybrid Electric Vehicle (PHEV)
2014,3,10,98074.0,92,Battery Electric Vehicle (BEV)
2014,3,11,98074.0,93,Battery Electric Vehicle (BEV)
2014,3,13,98074.0,94,Battery Electric Vehicle (BEV)
2014,3,13,98074.0,95,Plug-in Hybrid Electric Vehicle (PHEV)
2014,4,14,98074.0,96,Battery Electric Vehicle (BEV)
2014,4,15,98074.0,97,Battery Electric Vehicle (BEV)
2014,4,15,98074.0,98,Plug-in Hybrid Electric Vehicle (PHEV)
2014,4,17,98074.0,99,Battery Electric Vehicle (BEV)
2014,5,18,98074.0,100,Battery Electric Vehicle (BEV)
2014,5,20,98074.0,101,Battery Electric Vehicle (BEV)
2014,5,21,98074.0,102,Battery Electric Vehicle (BEV)
2014,5,21,98074.0,103,Plug-in Hybrid Electric Vehicle (PHEV)
2014,5,22,98074.0,104,Battery Electric Vehicle (BEV)
2014,6,23,98074.0,105,Battery Electric Vehicle (BEV)
2014,6,24,98074.0,106,Battery Electric Vehicle (BEV)
2014,6,26,98074.0,108,Battery Electric Vehicle (BEV)
2014,6,26,98074.0,109,Plug-in Hybrid Electric Vehicle (PHEV)
2014,7,27,98074.0,111,Plug-in Hybrid Electric Vehicle (PHEV)
2014,7,28,98074.0,112,Battery Electric Vehicle (BEV)
2014,7,29,98074.0,113,Battery Electric Vehicle (BEV)
2014,7,29,98074.0,114,Plug-in Hybrid Electric Vehicle (PHEV)
2014,7,30,98074.0,115,Battery Electric Vehicle (BEV)
2014,7,30,98074.0,116,Plug-in Hybrid Electric Vehicle (PHEV)
2014,7,31,98074.0,117,Battery Electric Vehicle (BEV)
2014,7,31,98074.0,118,Plug-in Hybrid Electric Vehicle (PHEV)
2014,8,31,98074.0,119,Battery Electric Vehicle (BEV)
2014,8,31,98074.0,120,Plug-in Hybrid Electric Vehicle (PHEV)
2014,8,32,98074.0,121,Battery Electric Vehicle (BEV)
2014,8,34,98074.0,122,Plug-in Hybrid Electric Vehicle (PHEV)
2014,8,35,98074.0,123,Battery Electric Vehicle (BEV)
2014,9,36,98074.0,124,Battery Electric Vehicle (BEV)
2014,9,38,98074.0,125,Battery Electric Vehicle (BEV)
2014,9,38,98074.0,126,Plug-in Hybrid Electric Vehicle (PHEV)
2014,9,40,98074.0,127,Battery Electric Vehicle (BEV)
2014,10,40,98074.0,128,Battery Electric Vehicle (BEV)
2014,10,41,98074.0,129,Battery Electric Vehicle (BEV)
2014,10,42,98074.0,130,Battery Electric Vehicle (BEV)
2014,10,42,98074.0,131,Plug-in Hybrid Electric Vehicle (PHEV)
2014,10,43,98074.0,132,Battery Electric Vehicle (BEV)
2014,10,44,98074.0,133,Battery Electric Vehicle (BEV)
2014,10,44,98074.0,134,Plug-in Hybrid Electric Vehicle (PHEV)
2014,11,45,98074.0,135,Battery Electric Vehicle (BEV)
2014,11,46,98074.0,136,Battery Electric Vehicle (BEV)
2014,11,47,98074.0,137,Battery Electric Vehicle (BEV)
2014,11,47,98074.0,138,Plug-in Hybrid Electric Vehicle (PHEV)
2014,11,48,98074.0,139,Battery Electric Vehicle (BEV)
2014,12,1,98074.0,140,Battery Electric Vehicle (BEV)
2014,12,49,98074.0,141,Battery Electric Vehicle (BEV)
2014,12,50,98074.0,142,Battery Electric Vehicle (BEV)
2014,12,51,98074.0,143,Battery Electric Vehicle (BEV)
2014,12,52,98074.0,144,Battery Electric Vehicle (BEV)
2015,1,2,98074.0,145,Battery Electric Vehicle (BEV)
2015,1,3,98074.0,146,Battery Electric Vehicle (BEV)
2015,1,3,98074.0,147,Plug-in Hybrid Electric Vehicle (PHEV)
2015,1,4,98074.0,148,Battery Electric Vehicle (BEV)
2015,1,4,98074.0,149,Plug-in Hybrid Electric Vehicle (PHEV)
2015,1,5,98074.0,151,Battery Electric Vehicle (BEV)
2015,2,6,98074.0,152,Battery Electric Vehicle (BEV)
2015,2,6,98074.0,153,Plug-in Hybrid Electric Vehicle (PHEV)
2015,2,7,98074.0,154,Battery Electric Vehicle (BEV)
2015,2,8,98074.0,155,Battery Electric Vehicle (BEV)
2015,2,8,98074.0,157,Plug-in Hybrid Electric Vehicle (PHEV)
2015,2,9,98074.0,159,Battery Electric Vehicle (BEV)
2015,2,9,98074.0,160,Plug-in Hybrid Electric Vehicle (PHEV)
2015,3,10,98074.0,161,Plug-in Hybrid Electric Vehicle (PHEV)
2015,3,11,98074.0,162,Battery Electric Vehicle (BEV)
2015,3,12,98074.0,163,Battery Electric Vehicle (BEV)
2015,3,13,98074.0,164,Battery Electric Vehicle (BEV)
2015,3,13,98074.0,165,Plug-in Hybrid Electric Vehicle (PHEV)
2015,4,14,98074.0,166,Battery Electric Vehicle (BEV)
2015,4,15,98074.0,167,Battery Electric Vehicle (BEV)
2015,4,15,98074.0,168,Plug-in Hybrid Electric Vehicle (PHEV)
2015,4,17,98074.0,169,Battery Electric Vehicle (BEV)
2015,5,19,98074.0,170,Battery Electric Vehicle (BEV)
2015,5,19,98074.0,171,Plug-in Hybrid Electric Vehicle (PHEV)
2015,5,20,98074.0,172,Battery Electric Vehicle (BEV)
2015,5,20,98074.0,173,Plug-in Hybrid Electric Vehicle (PHEV)
2015,5,21,98074.0,174,Battery Electric Vehicle (BEV)
2015,5,22,98074.0,175,Battery Electric Vehicle (BEV)
