year,month,week,Zip Code,sale,Clean Alternative Fuel Vehicle Type
2022,8,34,98206.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2022,8,32,98950.0,1,Battery Electric Vehicle (BEV)
2022,8,31,99330.0,1,Battery Electric Vehicle (BEV)
2022,8,32,99330.0,2,Battery Electric Vehicle (BEV)
2022,7,28,98283.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2022,7,28,98243.0,1,Battery Electric Vehicle (BEV)
2022,7,26,98538.0,1,Battery Electric Vehicle (BEV)
2022,6,23,99135.0,1,Battery Electric Vehicle (BEV)
2022,3,10,98832.0,1,Battery Electric Vehicle (BEV)
2022,8,31,98832.0,2,Battery Electric Vehicle (BEV)
2022,2,6,99030.0,1,Battery Electric Vehicle (BEV)
2022,1,3,98582.0,1,Battery Electric Vehicle (BEV)
2022,2,7,98582.0,2,Battery Electric Vehicle (BEV)
2022,1,1,98575.0,1,Battery Electric Vehicle (BEV)
2021,12,52,99119.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2021,12,51,98952.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2021,12,49,98556.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2021,10,41,99034.0,1,Battery Electric Vehicle (BEV)
2021,10,39,98647.0,1,Battery Electric Vehicle (BEV)
2021,9,38,99138.0,1,Battery Electric Vehicle (BEV)
2021,11,48,99138.0,2,Battery Electric Vehicle (BEV)
2021,8,35,99345.0,1,Battery Electric Vehicle (BEV)
2021,8,31,99147.0,1,Battery Electric Vehicle (BEV)
2021,7,28,98844.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2022,8,31,98844.0,2,Battery Electric Vehicle (BEV)
2021,7,27,98609.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2021,6,24,98267.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2021,6,22,99347.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2021,5,20,99356.0,1,Battery Electric Vehicle (BEV)
2021,6,25,99356.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2021,5,20,98845.0,1,Battery Electric Vehicle (BEV)
2022,3,11,98845.0,2,Battery Electric Vehicle (BEV)
2021,5,20,98610.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2021,7,28,98610.0,2,Battery Electric Vehicle (BEV)
2021,12,50,98610.0,3,Battery Electric Vehicle (BEV)
2021,12,52,98610.0,4,Battery Electric Vehicle (BEV)
2021,5,20,98357.0,1,Battery Electric Vehicle (BEV)
2022,1,1,98357.0,2,Battery Electric Vehicle (BEV)
2022,3,9,98357.0,3,Battery Electric Vehicle (BEV)
2021,4,17,99033.0,1,Battery Electric Vehicle (BEV)
2022,6,26,99033.0,2,Battery Electric Vehicle (BEV)
2021,4,16,99322.0,1,Battery Electric Vehicle (BEV)
2021,4,14,98941.0,1,Battery Electric Vehicle (BEV)
2021,5,20,98941.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2021,7,28,98941.0,3,Battery Electric Vehicle (BEV)
2021,8,32,98941.0,4,Battery Electric Vehicle (BEV)
2022,5,21,98941.0,5,Battery Electric Vehicle (BEV)
2021,3,10,98621.0,1,Battery Electric Vehicle (BEV)
2021,3,9,98314.0,1,Battery Electric Vehicle (BEV)
2021,10,41,98314.0,2,Battery Electric Vehicle (BEV)
2020,11,46,98377.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2020,11,45,98566.0,1,Battery Electric Vehicle (BEV)
2020,10,41,98586.0,1,Battery Electric Vehicle (BEV)
2020,8,35,99116.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2022,2,6,99116.0,2,Battery Electric Vehicle (BEV)
2020,8,35,98562.0,1,Battery Electric Vehicle (BEV)
2020,8,33,98673.0,1,Battery Electric Vehicle (BEV)
2020,8,32,98552.0,1,Battery Electric Vehicle (BEV)
2020,1,3,98947.0,1,Battery Electric Vehicle (BEV)
2021,1,4,98947.0,2,Battery Electric Vehicle (BEV)
2022,7,29,98947.0,3,Battery Electric Vehicle (BEV)
2020,1,2,98164.0,1,Battery Electric Vehicle (BEV)
2019,10,43,99123.0,1,Battery Electric Vehicle (BEV)
2019,9,39,99129.0,1,Battery Electric Vehicle (BEV)
2019,9,36,98638.0,1,Battery Electric Vehicle (BEV)
2019,10,41,98638.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2019,12,51,98638.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2020,3,10,98638.0,4,Plug-in Hybrid Electric Vehicle (PHEV)
2020,9,36,98638.0,5,Battery Electric Vehicle (BEV)
2021,4,16,98638.0,6,Battery Electric Vehicle (BEV)
2021,4,16,98638.0,7,Plug-in Hybrid Electric Vehicle (PHEV)
2021,5,21,98638.0,8,Plug-in Hybrid Electric Vehicle (PHEV)
2021,11,47,98638.0,9,Plug-in Hybrid Electric Vehicle (PHEV)
2022,1,2,98638.0,10,Battery Electric Vehicle (BEV)
2022,2,6,98638.0,11,Plug-in Hybrid Electric Vehicle (PHEV)
2019,8,35,99167.0,1,Battery Electric Vehicle (BEV)
2019,9,39,99167.0,2,Battery Electric Vehicle (BEV)
2021,1,2,99167.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2019,8,33,99360.0,1,Battery Electric Vehicle (BEV)
2021,6,25,99360.0,2,Battery Electric Vehicle (BEV)
2021,7,29,99360.0,3,Battery Electric Vehicle (BEV)
2019,7,27,98822.0,1,Battery Electric Vehicle (BEV)
2020,3,13,98822.0,2,Battery Electric Vehicle (BEV)
2021,1,4,98822.0,3,Battery Electric Vehicle (BEV)
2021,5,18,98822.0,4,Battery Electric Vehicle (BEV)
2021,8,34,98822.0,5,Battery Electric Vehicle (BEV)
2021,12,52,98822.0,6,Battery Electric Vehicle (BEV)
2019,6,23,98925.0,1,Battery Electric Vehicle (BEV)
2020,3,12,98925.0,2,Battery Electric Vehicle (BEV)
2020,7,28,98925.0,3,Battery Electric Vehicle (BEV)
2020,10,42,98925.0,4,Battery Electric Vehicle (BEV)
2020,11,48,98925.0,5,Battery Electric Vehicle (BEV)
2022,6,23,98925.0,6,Battery Electric Vehicle (BEV)
2019,6,23,98819.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2019,5,22,99029.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2019,5,19,99181.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2019,10,42,99181.0,2,Battery Electric Vehicle (BEV)
2022,3,10,99181.0,3,Battery Electric Vehicle (BEV)
2019,5,18,98526.0,1,Battery Electric Vehicle (BEV)
2021,7,30,98526.0,2,Battery Electric Vehicle (BEV)
2019,4,15,98668.0,1,Battery Electric Vehicle (BEV)
2019,2,9,98195.0,1,Battery Electric Vehicle (BEV)
2019,2,5,98421.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2020,6,26,98421.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2021,10,40,98421.0,3,Battery Electric Vehicle (BEV)
2022,3,9,98421.0,4,Battery Electric Vehicle (BEV)
2019,1,3,98938.0,1,Battery Electric Vehicle (BEV)
2018,12,49,98581.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2018,11,47,98050.0,1,Battery Electric Vehicle (BEV)
2018,11,46,98286.0,1,Battery Electric Vehicle (BEV)
2020,8,32,98286.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2020,12,51,98286.0,3,Battery Electric Vehicle (BEV)
2021,1,3,98286.0,4,Battery Electric Vehicle (BEV)
2021,3,11,98286.0,5,Battery Electric Vehicle (BEV)
2022,7,28,98286.0,6,Battery Electric Vehicle (BEV)
2018,11,45,98237.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2019,6,25,98237.0,2,Battery Electric Vehicle (BEV)
2020,8,35,98237.0,3,Battery Electric Vehicle (BEV)
2020,12,49,98237.0,4,Battery Electric Vehicle (BEV)
2021,6,25,98237.0,5,Battery Electric Vehicle (BEV)
2021,9,38,98237.0,6,Battery Electric Vehicle (BEV)
2022,1,4,98237.0,7,Battery Electric Vehicle (BEV)
2022,4,17,98237.0,8,Battery Electric Vehicle (BEV)
2022,5,19,98237.0,9,Battery Electric Vehicle (BEV)
2022,5,20,98237.0,10,Battery Electric Vehicle (BEV)
2022,6,26,98237.0,11,Battery Electric Vehicle (BEV)
2022,8,34,98237.0,12,Battery Electric Vehicle (BEV)
2018,10,43,98833.0,1,Battery Electric Vehicle (BEV)
2019,12,1,98833.0,2,Battery Electric Vehicle (BEV)
2019,12,52,98833.0,3,Battery Electric Vehicle (BEV)
2020,1,4,98833.0,4,Battery Electric Vehicle (BEV)
2022,5,18,98833.0,5,Battery Electric Vehicle (BEV)
2022,7,27,98833.0,6,Battery Electric Vehicle (BEV)
2018,10,42,98814.0,1,Battery Electric Vehicle (BEV)
2019,1,2,98814.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2021,4,16,98814.0,3,Battery Electric Vehicle (BEV)
2021,7,28,98814.0,4,Battery Electric Vehicle (BEV)
2021,7,29,98814.0,5,Battery Electric Vehicle (BEV)
2022,1,2,98814.0,6,Battery Electric Vehicle (BEV)
2018,10,41,99130.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2021,12,51,99130.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2018,10,41,98542.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2019,11,45,98542.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2022,4,16,98542.0,3,Battery Electric Vehicle (BEV)
2018,8,32,98537.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2020,2,9,98537.0,2,Battery Electric Vehicle (BEV)
2021,2,6,98537.0,3,Battery Electric Vehicle (BEV)
2021,7,29,98537.0,4,Battery Electric Vehicle (BEV)
2021,10,43,98537.0,5,Battery Electric Vehicle (BEV)
2022,6,24,98537.0,6,Battery Electric Vehicle (BEV)
2018,8,31,98614.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2019,1,4,98614.0,2,Battery Electric Vehicle (BEV)
2018,8,31,98241.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2018,8,33,98241.0,2,Battery Electric Vehicle (BEV)
2019,1,4,98241.0,3,Battery Electric Vehicle (BEV)
2021,3,10,98241.0,4,Battery Electric Vehicle (BEV)
2021,4,15,98241.0,5,Battery Electric Vehicle (BEV)
2021,6,24,98241.0,6,Battery Electric Vehicle (BEV)
2021,10,41,98241.0,7,Battery Electric Vehicle (BEV)
2022,7,29,98241.0,8,Battery Electric Vehicle (BEV)
2022,8,31,98241.0,9,Battery Electric Vehicle (BEV)
2018,7,30,98535.0,1,Battery Electric Vehicle (BEV)
2018,6,25,99017.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2021,11,45,99017.0,2,Battery Electric Vehicle (BEV)
2018,6,24,98935.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2018,6,23,98590.0,1,Battery Electric Vehicle (BEV)
2020,4,17,98590.0,2,Battery Electric Vehicle (BEV)
2022,3,10,98590.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2018,4,17,99343.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2020,11,46,99343.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2021,7,30,99343.0,3,Battery Electric Vehicle (BEV)
2018,3,12,98305.0,1,Battery Electric Vehicle (BEV)
2020,4,15,98305.0,2,Battery Electric Vehicle (BEV)
2022,2,7,98305.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2018,1,4,99115.0,1,Battery Electric Vehicle (BEV)
2018,2,6,99115.0,2,Battery Electric Vehicle (BEV)
2021,7,29,99115.0,3,Battery Electric Vehicle (BEV)
2021,12,49,99115.0,4,Battery Electric Vehicle (BEV)
2022,4,17,99115.0,5,Battery Electric Vehicle (BEV)
2022,7,30,99115.0,6,Battery Electric Vehicle (BEV)
2018,1,4,98068.0,1,Battery Electric Vehicle (BEV)
2018,7,29,98068.0,2,Battery Electric Vehicle (BEV)
2019,1,5,98068.0,3,Battery Electric Vehicle (BEV)
2021,5,20,98068.0,4,Battery Electric Vehicle (BEV)
2021,7,27,98068.0,5,Battery Electric Vehicle (BEV)
2021,7,30,98068.0,6,Battery Electric Vehicle (BEV)
2021,8,34,98068.0,7,Battery Electric Vehicle (BEV)
2021,11,47,98068.0,8,Plug-in Hybrid Electric Vehicle (PHEV)
2021,12,49,98068.0,9,Battery Electric Vehicle (BEV)
2022,1,1,98068.0,10,Battery Electric Vehicle (BEV)
2018,1,3,99349.0,1,Battery Electric Vehicle (BEV)
2018,6,26,99349.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2020,3,13,99349.0,3,Battery Electric Vehicle (BEV)
2020,6,23,99349.0,4,Battery Electric Vehicle (BEV)
2021,6,26,99349.0,5,Battery Electric Vehicle (BEV)
2022,4,17,99349.0,6,Battery Electric Vehicle (BEV)
2022,8,35,99349.0,7,Battery Electric Vehicle (BEV)
2018,1,2,98858.0,1,Battery Electric Vehicle (BEV)
2018,4,16,98858.0,2,Battery Electric Vehicle (BEV)
2021,5,18,98858.0,3,Battery Electric Vehicle (BEV)
2018,1,2,98595.0,1,Battery Electric Vehicle (BEV)
2018,4,16,98595.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2018,6,24,98595.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2018,12,1,98595.0,4,Plug-in Hybrid Electric Vehicle (PHEV)
2021,2,8,98595.0,5,Battery Electric Vehicle (BEV)
2021,5,19,98595.0,6,Plug-in Hybrid Electric Vehicle (PHEV)
2021,9,37,98595.0,7,Battery Electric Vehicle (BEV)
2022,5,21,98595.0,8,Battery Electric Vehicle (BEV)
2018,1,1,99180.0,1,Battery Electric Vehicle (BEV)
2020,1,3,99180.0,2,Battery Electric Vehicle (BEV)
2022,7,28,99180.0,3,Battery Electric Vehicle (BEV)
2018,1,1,99011.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2021,7,27,99011.0,2,Battery Electric Vehicle (BEV)
2021,10,39,99011.0,3,Battery Electric Vehicle (BEV)
2021,11,48,99011.0,4,Battery Electric Vehicle (BEV)
2017,12,52,98345.0,1,Battery Electric Vehicle (BEV)
2018,2,6,98345.0,2,Battery Electric Vehicle (BEV)
2019,5,20,98345.0,3,Battery Electric Vehicle (BEV)
2020,11,47,98345.0,4,Battery Electric Vehicle (BEV)
2021,1,4,98345.0,5,Battery Electric Vehicle (BEV)
2021,10,42,98345.0,6,Battery Electric Vehicle (BEV)
2017,12,50,98846.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2022,5,18,98846.0,2,Battery Electric Vehicle (BEV)
2022,5,21,98846.0,3,Battery Electric Vehicle (BEV)
2017,12,50,98527.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2019,4,15,98527.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2017,11,48,99118.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2018,10,42,99118.0,2,Battery Electric Vehicle (BEV)
2021,12,50,99118.0,3,Battery Electric Vehicle (BEV)
2017,11,48,98385.0,1,Battery Electric Vehicle (BEV)
2021,8,33,98385.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2022,5,21,98385.0,3,Battery Electric Vehicle (BEV)
2017,10,42,99111.0,1,Battery Electric Vehicle (BEV)
2017,11,44,99111.0,2,Battery Electric Vehicle (BEV)
2017,12,52,99111.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2018,4,15,99111.0,4,Battery Electric Vehicle (BEV)
2018,11,48,99111.0,5,Plug-in Hybrid Electric Vehicle (PHEV)
2018,12,50,99111.0,6,Plug-in Hybrid Electric Vehicle (PHEV)
2018,12,51,99111.0,7,Battery Electric Vehicle (BEV)
2021,1,1,99111.0,8,Plug-in Hybrid Electric Vehicle (PHEV)
2022,3,10,99111.0,9,Battery Electric Vehicle (BEV)
2017,10,41,98571.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2017,10,42,98571.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2018,11,46,98571.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2019,4,17,98571.0,4,Plug-in Hybrid Electric Vehicle (PHEV)
2019,7,27,98571.0,5,Battery Electric Vehicle (BEV)
2019,11,47,98571.0,6,Battery Electric Vehicle (BEV)
2020,1,2,98571.0,7,Battery Electric Vehicle (BEV)
2020,12,53,98571.0,8,Plug-in Hybrid Electric Vehicle (PHEV)
2021,5,20,98571.0,9,Battery Electric Vehicle (BEV)
2021,7,28,98571.0,10,Battery Electric Vehicle (BEV)
2022,2,7,98571.0,11,Battery Electric Vehicle (BEV)
2022,3,10,98571.0,12,Battery Electric Vehicle (BEV)
2017,10,41,98381.0,1,Battery Electric Vehicle (BEV)
2020,7,31,98381.0,2,Battery Electric Vehicle (BEV)
2017,9,38,98158.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2017,8,35,98948.0,1,Battery Electric Vehicle (BEV)
2019,7,27,98948.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2020,11,45,98948.0,3,Battery Electric Vehicle (BEV)
2021,7,29,98948.0,4,Battery Electric Vehicle (BEV)
2022,1,2,98948.0,5,Battery Electric Vehicle (BEV)
2017,8,34,99134.0,1,Battery Electric Vehicle (BEV)
2017,8,32,98649.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2019,8,34,98649.0,2,Battery Electric Vehicle (BEV)
2022,2,7,98649.0,3,Battery Electric Vehicle (BEV)
2017,8,31,99113.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2019,1,4,99113.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2017,8,31,98639.0,1,Battery Electric Vehicle (BEV)
2018,10,43,98639.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2019,5,21,98639.0,3,Battery Electric Vehicle (BEV)
2020,1,4,98639.0,4,Battery Electric Vehicle (BEV)
2021,10,43,98639.0,5,Battery Electric Vehicle (BEV)
2017,6,24,99173.0,1,Battery Electric Vehicle (BEV)
2021,5,17,99173.0,2,Battery Electric Vehicle (BEV)
2017,6,24,98840.0,1,Battery Electric Vehicle (BEV)
2019,1,1,98840.0,2,Battery Electric Vehicle (BEV)
2019,8,31,98840.0,3,Battery Electric Vehicle (BEV)
2020,10,43,98840.0,4,Battery Electric Vehicle (BEV)
2021,6,24,98840.0,5,Battery Electric Vehicle (BEV)
2017,6,24,98331.0,1,Battery Electric Vehicle (BEV)
2018,12,51,98331.0,2,Battery Electric Vehicle (BEV)
2020,1,3,98331.0,3,Battery Electric Vehicle (BEV)
2021,7,29,98331.0,4,Battery Electric Vehicle (BEV)
2021,12,50,98331.0,5,Battery Electric Vehicle (BEV)
2021,12,50,98331.0,6,Plug-in Hybrid Electric Vehicle (PHEV)
2022,7,28,98331.0,7,Battery Electric Vehicle (BEV)
2017,6,23,98605.0,1,Battery Electric Vehicle (BEV)
2021,2,7,98605.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2022,1,2,98605.0,3,Battery Electric Vehicle (BEV)
2022,1,2,98605.0,4,Plug-in Hybrid Electric Vehicle (PHEV)
2017,6,23,98438.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2017,6,24,98438.0,2,Battery Electric Vehicle (BEV)
2021,7,28,98438.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2017,5,19,98288.0,1,Battery Electric Vehicle (BEV)
2018,10,42,98288.0,2,Battery Electric Vehicle (BEV)
2017,4,16,99125.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2018,11,45,99125.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2020,4,15,99125.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2017,4,16,98643.0,1,Battery Electric Vehicle (BEV)
2022,4,14,98643.0,2,Battery Electric Vehicle (BEV)
2017,4,15,99101.0,1,Battery Electric Vehicle (BEV)
2017,4,15,98530.0,1,Battery Electric Vehicle (BEV)
2017,3,12,98631.0,1,Battery Electric Vehicle (BEV)
2017,4,14,98631.0,2,Battery Electric Vehicle (BEV)
2017,4,15,98631.0,3,Battery Electric Vehicle (BEV)
2017,7,29,98631.0,4,Plug-in Hybrid Electric Vehicle (PHEV)
2017,11,45,98631.0,5,Plug-in Hybrid Electric Vehicle (PHEV)
2018,10,43,98631.0,6,Battery Electric Vehicle (BEV)
2018,11,46,98631.0,7,Battery Electric Vehicle (BEV)
2019,4,17,98631.0,8,Battery Electric Vehicle (BEV)
2021,3,10,98631.0,9,Plug-in Hybrid Electric Vehicle (PHEV)
2021,3,12,98631.0,10,Battery Electric Vehicle (BEV)
2021,5,19,98631.0,11,Plug-in Hybrid Electric Vehicle (PHEV)
2021,5,20,98631.0,12,Plug-in Hybrid Electric Vehicle (PHEV)
2021,9,36,98631.0,13,Battery Electric Vehicle (BEV)
2022,1,3,98631.0,14,Battery Electric Vehicle (BEV)
2022,1,4,98631.0,15,Battery Electric Vehicle (BEV)
2022,3,10,98631.0,16,Plug-in Hybrid Electric Vehicle (PHEV)
2017,2,7,98336.0,1,Battery Electric Vehicle (BEV)
2016,12,52,99148.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2017,4,14,99148.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2019,6,24,99148.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2019,12,51,99148.0,4,Plug-in Hybrid Electric Vehicle (PHEV)
2020,1,2,99148.0,5,Battery Electric Vehicle (BEV)
2020,12,53,99148.0,6,Battery Electric Vehicle (BEV)
2021,11,46,99148.0,7,Battery Electric Vehicle (BEV)
2022,8,31,99148.0,8,Battery Electric Vehicle (BEV)
2016,11,48,98849.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2018,6,25,98849.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2018,10,41,98849.0,3,Battery Electric Vehicle (BEV)
2022,4,16,98849.0,4,Plug-in Hybrid Electric Vehicle (PHEV)
2022,6,24,98849.0,5,Battery Electric Vehicle (BEV)
2016,10,42,98624.0,1,Battery Electric Vehicle (BEV)
2017,9,35,98624.0,2,Battery Electric Vehicle (BEV)
2017,11,45,98624.0,3,Battery Electric Vehicle (BEV)
2019,1,2,98624.0,4,Plug-in Hybrid Electric Vehicle (PHEV)
2019,3,12,98624.0,5,Battery Electric Vehicle (BEV)
2020,6,24,98624.0,6,Battery Electric Vehicle (BEV)
2022,4,17,98624.0,7,Battery Electric Vehicle (BEV)
2022,8,34,98624.0,8,Plug-in Hybrid Electric Vehicle (PHEV)
2016,10,41,99109.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2019,9,36,99109.0,2,Battery Electric Vehicle (BEV)
2019,10,42,99109.0,3,Battery Electric Vehicle (BEV)
2021,4,15,99109.0,4,Battery Electric Vehicle (BEV)
2021,7,26,99109.0,5,Battery Electric Vehicle (BEV)
2022,3,13,99109.0,6,Battery Electric Vehicle (BEV)
2022,4,15,99109.0,7,Battery Electric Vehicle (BEV)
2016,10,40,99122.0,1,Battery Electric Vehicle (BEV)
2020,4,17,99122.0,2,Battery Electric Vehicle (BEV)
2022,2,8,99122.0,3,Battery Electric Vehicle (BEV)
2022,5,21,99122.0,4,Battery Electric Vehicle (BEV)
2016,6,24,99008.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2017,7,27,99008.0,2,Battery Electric Vehicle (BEV)
2016,5,18,99361.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2017,4,17,99361.0,2,Battery Electric Vehicle (BEV)
2020,11,46,99361.0,3,Battery Electric Vehicle (BEV)
2021,8,32,99361.0,4,Battery Electric Vehicle (BEV)
2022,5,20,99361.0,5,Battery Electric Vehicle (BEV)
2016,4,16,98560.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2022,3,11,98560.0,2,Battery Electric Vehicle (BEV)
2016,4,16,98323.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2020,9,40,98323.0,2,Battery Electric Vehicle (BEV)
2021,7,28,98323.0,3,Battery Electric Vehicle (BEV)
2016,4,14,98361.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2018,4,17,98361.0,2,Plug-in Hybrid Electric Vehicle (PHEV)
2019,11,44,98361.0,3,Battery Electric Vehicle (BEV)
2020,5,22,98361.0,4,Plug-in Hybrid Electric Vehicle (PHEV)
2021,5,20,98361.0,5,Battery Electric Vehicle (BEV)
2016,2,7,98570.0,1,Battery Electric Vehicle (BEV)
2019,1,4,98570.0,2,Battery Electric Vehicle (BEV)
2020,2,7,98570.0,3,Plug-in Hybrid Electric Vehicle (PHEV)
2020,5,19,98570.0,4,Plug-in Hybrid Electric Vehicle (PHEV)
2020,7,31,98570.0,5,Plug-in Hybrid Electric Vehicle (PHEV)
2021,4,16,98570.0,6,Battery Electric Vehicle (BEV)
2021,9,38,98570.0,7,Battery Electric Vehicle (BEV)
2021,10,40,98570.0,8,Battery Electric Vehicle (BEV)
2021,11,48,98570.0,9,Plug-in Hybrid Electric Vehicle (PHEV)
2015,10,43,98831.0,1,Battery Electric Vehicle (BEV)
2017,12,50,98831.0,2,Battery Electric Vehicle (BEV)
2018,5,19,98831.0,3,Battery Electric Vehicle (BEV)
2018,6,25,98831.0,4,Battery Electric Vehicle (BEV)
2018,9,37,98831.0,5,Battery Electric Vehicle (BEV)
2019,1,2,98831.0,6,Plug-in Hybrid Electric Vehicle (PHEV)
2019,2,6,98831.0,7,Battery Electric Vehicle (BEV)
2020,7,31,98831.0,8,Battery Electric Vehicle (BEV)
2020,8,32,98831.0,9,Battery Electric Vehicle (BEV)
2021,4,17,98831.0,10,Battery Electric Vehicle (BEV)
2021,6,24,98831.0,11,Battery Electric Vehicle (BEV)
2021,7,27,98831.0,12,Plug-in Hybrid Electric Vehicle (PHEV)
2021,8,34,98831.0,13,Battery Electric Vehicle (BEV)
2021,11,44,98831.0,14,Battery Electric Vehicle (BEV)
2021,12,52,98831.0,15,Battery Electric Vehicle (BEV)
2022,1,3,98831.0,16,Battery Electric Vehicle (BEV)
2022,1,4,98831.0,17,Battery Electric Vehicle (BEV)
2022,2,7,98831.0,18,Battery Electric Vehicle (BEV)
2022,2,8,98831.0,19,Battery Electric Vehicle (BEV)
2022,6,22,98831.0,20,Battery Electric Vehicle (BEV)
2022,7,28,98831.0,21,Battery Electric Vehicle (BEV)
2022,7,30,98831.0,22,Battery Electric Vehicle (BEV)
2022,8,31,98831.0,23,Battery Electric Vehicle (BEV)
2022,8,33,98831.0,24,Plug-in Hybrid Electric Vehicle (PHEV)
2015,9,38,98577.0,1,Plug-in Hybrid Electric Vehicle (PHEV)
2017,6,23,98577.0,2,Battery Electric Vehicle (BEV)
2017,8,34,98577.0,3,Battery Electric Vehicle (BEV)
2018,2,8,98577.0,4,Plug-in Hybrid Electric Vehicle (PHEV)
2018,2,9,98577.0,5,Plug-in Hybrid Electric Vehicle (PHEV)
2020,10,41,98577.0,6,Battery Electric Vehicle (BEV)
2020,11,46,98577.0,7,Battery Electric Vehicle (BEV)
2021,1,1,98577.0,8,Battery Electric Vehicle (BEV)
2021,2,5,98577.0,9,Battery Electric Vehicle (BEV)
2021,3,11,98577.0,10,Plug-in Hybrid Electric Vehicle (PHEV)
2021,4,16,98577.0,11,Battery Electric Vehicle (BEV)
2021,6,22,98577.0,12,Plug-in Hybrid Electric Vehicle (PHEV)
2021,9,37,98577.0,13,Plug-in Hybrid Electric Vehicle (PHEV)
2021,11,48,98577.0,14,Battery Electric Vehicle (BEV)
2022,1,2,98577.0,15,Battery Electric Vehicle (BEV)
2022,1,3,98577.0,16,Plug-in Hybrid Electric Vehicle (PHEV)
2022,5,18,98577.0,17,Plug-in Hybrid Electric Vehicle (PHEV)
2022,6,26,98577.0,18,Plug-in Hybrid Electric Vehicle (PHEV)
2022,7,29,98577.0,19,Battery Electric Vehicle (BEV)
