Longitude,Latitude,State,City,Zip
-122.53508,47.65526,WA,Bainbridge Island,98110
-122.75285,47.00581,WA,Olympia,98513
-122.36178,47.309021,WA,Federal Way,98023
-119.32169,48.689509,WA,Tonasket,98855
-121.803388,47.432251,WA,Bellevue,98015
-120.41354,47.481133,WA,Monitor,98836
-122.06327,48.028355,WA,Lake Stevens,98258
-119.67687,45.922025,WA,Paterson,99345
-118.20557,48.86407,WA,Orient,99160
-122.16545,48.518653,WA,Sedro Woolley,98284
-122.14169,47.493031,WA,Renton,98059
-119.13921,47.458634,WA,Wilson Creek,98860
-119.82091,47.466573,WA,Palisades,98845
-120.02851,48.138528,WA,Methow,98834
-122.247881,48.853213,WA,Maple Falls,98266
-121.682271,48.037258,WA,Lynnwood,98046
-119.90614,46.260129,WA,Grandview,98930
-117.27054,47.52507,WA,Valleyford,99036
-122.03976,47.930902,WA,Snohomish,98290
-122.14584,47.448322,WA,Renton,98058
-122.3748,47.54687,WA,Seattle,98126
-122.69009,45.652255,WA,Vancouver,98660
-122.48668,46.50494,WA,Mossyrock,98564
-121.78899,47.86527,WA,Sultan,98294
-122.80317,48.586563,WA,Blakely Island,98222
-122.30406,47.61157,WA,Seattle,98122
-119.35637,45.960734,WA,Plymouth,99346
-117.48145,47.966471,WA,Deer Park,99006
-120.96163,45.722786,WA,Centerville,98613
-120.32881,47.425497,WA,Wenatchee,98801
-122.64915,47.559317,WA,Bremerton,98314
-121.951,47.035525,WA,Carbonado,98323
-120.08379,47.880774,WA,Chelan,98816
-122.6005,47.164965,WA,Steilacoom,98388
-122.113223,47.066193,WA,Tacoma,98431
-122.31188,47.311072,WA,Federal Way,98003
-119.68939,48.885618,WA,Loomis,98827
-118.19393,46.523206,WA,Starbuck,99359
-119.66129,47.999618,WA,Bridgeport,98813
-122.113223,47.066193,WA,Tacoma,98411
-120.41782,46.984565,WA,Kittitas,98934
-121.803388,47.432251,WA,Seattle,98190
-122.14691,47.039607,WA,Orting,98360
-122.12723,47.993436,WA,Everett,98205
-123.76506,46.370075,WA,Naselle,98638
-121.57558,45.730656,WA,Underwood,98651
-122.907649,46.985519,WA,Tumwater,98500
-117.12916,46.230508,WA,Asotin,99402
-120.46481,46.616199,WA,Yakima,98901
-121.803388,47.432251,WA,Federal Way,98063
-122.33186,47.606139,WA,Seattle,98164
-122.520347,45.801586,WA,Vancouver,98668
-122.8819,47.014718,WA,Olympia,98501
-118.2869,46.782783,WA,Washtucna,99371
-124.02938,47.463965,WA,Amanda Park,98526
-122.113223,47.066193,WA,Tacoma,98434
-123.95463,46.630051,WA,Bay Center,98527
-121.88496,47.430704,WA,Hobart,98025
-120.91733,47.19377,WA,Cle Elum,98922
-122.0451,47.106024,WA,Wilkeson,98396
-121.73254,47.483057,WA,North Bend,98045
-118.64475,48.890892,WA,Curlew,99118
-121.96222,47.7353,WA,Duvall,98019
-117.644337,46.838747,WA,Steptoe,99174
-124.1974,47.216861,WA,Pacific Beach,98571
-120.62097,46.550348,WA,Yakima,98903
-122.31514,47.546188,WA,Seattle,98108
-122.36694,47.63877,WA,Seattle,98119
-122.2328,47.626571,WA,Medina,98039
-122.30293,47.916148,WA,Mukilteo,98275
-120.12065,48.231421,WA,Carlton,98814
-121.43163,48.499159,WA,Marblemount,98267
-122.24736,47.75287,WA,Kenmore,98028
-122.89456,47.596122,WA,Seabeck,98380
-117.74582,47.858074,WA,Tumtum,99034
-122.050108,47.909511,WA,Snohomish,98291
-122.55877,47.16062,WA,Lakewood,98498
-121.09804,45.82786,WA,Klickitat,98628
-122.39835,47.296007,WA,Tacoma,98422
-122.30373,47.753019,WA,Seattle,98155
-121.70018,48.497601,WA,Concrete,98237
-122.59905,47.53587,WA,Port Orchard,98366
-122.20257,47.751471,WA,Bothell,98011
-121.803388,47.432251,WA,Redmond,98073
-120.75713,46.707735,WA,Tieton,98947
-120.94997,45.661878,WA,Wishram,98673
-123.483596,47.002178,WA,Satsop,98583
-122.62556,46.513653,WA,Salkum,98582
-121.931195,47.536015,WA,Preston,98050
-117.21699,47.665819,WA,Spokane,99216
-121.803388,47.432251,WA,Seattle,98131
-122.66162,45.647667,WA,Vancouver,98663
-124.10735,46.887187,WA,Westport,98595
-123.872972,48.18315,WA,Joyce,98343
-122.48508,48.747578,WA,Bellingham,98225
-117.74564,48.144634,WA,Valley,99181
-122.11766,46.53619,WA,Glenoma,98336
-123.017043,46.902376,WA,Littlerock,98556
-122.24463,47.26619,WA,Pacific,98047
-117.60575,47.466974,WA,Cheney,99004
-123.62473,46.302905,WA,Rosburg,98643
-122.520347,45.801586,WA,Vancouver,98666
-117.43174,47.648941,WA,Spokane,99204
-122.25932,47.388254,WA,Kent,98032
-122.35916,47.242186,WA,Tacoma,98424
-122.48034,45.73451,WA,Brush Prairie,98606
-120.520211,47.905787,WA,Wenatchee,98807
-117.13639,47.277842,WA,Latah,99018
-120.28372,45.816528,WA,Roosevelt,99356
-122.1977,48.681582,WA,Acme,98220
-122.4156,47.212421,WA,Tacoma,98404
-124.35888,47.838423,WA,Forks,98331
-123.58307,46.348706,WA,Grays River,98621
-122.40517,47.077796,WA,Spanaway,98387
-122.03318,47.640972,WA,Redmond,98053
-122.54222,48.029176,WA,Freeland,98249
-117.431742,47.653568,WA,Spokane,99258
-118.44876,46.408852,WA,Prescott,99348
-121.803388,47.432251,WA,Seattle,98132
-117.16133,46.577614,WA,Colton,99113
-122.26,47.87,WA,Lynnwood,98087
-122.06,47.75,WA,Woodinville,98077
-119.5,46.5,WA,Richland,99354
-118.3,46.1,WA,Walla Walla,99362
-122.2,47.2,WA,Bonney Lake,98391
